country,year,pr_score,cl_score,fh_status
Swaziland,2000,6.0,5.0,NF
Swaziland,2001,6.0,5.0,NF
Swaziland,2002,6.0,5.0,NF
Swaziland,2003,7.0,5.0,NF
Swaziland,2004,7.0,5.0,NF
Swaziland,2005,7.0,5.0,NF
Swaziland,2006,7.0,5.0,NF
Swaziland,2007,7.0,5.0,NF
Swaziland,2008,7.0,5.0,NF
Swaziland,2009,7.0,5.0,NF
Swaziland,2010,7.0,5.0,NF
Swaziland,2011,7.0,5.0,NF
Swaziland,2012,7.0,5.0,NF
Swaziland,2013,7.0,5.0,NF
Swaziland,2014,7.0,5.0,NF
Syria,2000,7.0,7.0,NF
Syria,2001,7.0,7.0,NF
Syria,2002,7.0,7.0,NF
Syria,2003,7.0,7.0,NF
Syria,2004,7.0,7.0,NF
Syria,2005,7.0,7.0,NF
Syria,2006,7.0,6.0,NF
Syria,2007,7.0,6.0,NF
Syria,2008,7.0,6.0,NF
Syria,2009,7.0,6.0,NF
Syria,2010,7.0,6.0,NF
Syria,2011,7.0,7.0,NF
Syria,2012,7.0,7.0,NF
Syria,2013,7.0,7.0,NF
Syria,2014,7.0,7.0,NF
Tanzania,2000,4.0,4.0,PF
Tanzania,2001,4.0,4.0,PF
Tanzania,2002,4.0,3.0,PF
Tanzania,2003,4.0,3.0,PF
Tanzania,2004,4.0,3.0,PF
Tanzania,2005,4.0,3.0,PF
Tanzania,2006,4.0,3.0,PF
Tanzania,2007,4.0,3.0,PF
Tanzania,2008,4.0,3.0,PF
Tanzania,2009,4.0,3.0,PF
Tanzania,2010,3.0,3.0,PF
Tanzania,2011,3.0,3.0,PF
Tanzania,2012,3.0,3.0,PF
Tanzania,2013,3.0,3.0,PF
Tanzania,2014,3.0,3.0,PF
The Gambia,2000,7.0,5.0,NF
The Gambia,2001,5.0,5.0,PF
The Gambia,2002,4.0,4.0,PF
The Gambia,2003,4.0,4.0,PF
The Gambia,2004,4.0,4.0,PF
The Gambia,2005,5.0,4.0,PF
The Gambia,2006,5.0,4.0,PF
The Gambia,2007,5.0,4.0,PF
The Gambia,2008,5.0,4.0,PF
The Gambia,2009,5.0,5.0,PF
The Gambia,2010,5.0,5.0,PF
The Gambia,2011,6.0,5.0,NF
The Gambia,2012,6.0,6.0,NF
The Gambia,2013,6.0,6.0,NF
The Gambia,2014,6.0,6.0,NF
Togo,2000,5.0,5.0,PF
Togo,2001,5.0,5.0,PF
Togo,2002,6.0,5.0,NF
Togo,2003,6.0,5.0,NF
Togo,2004,6.0,5.0,NF
Togo,2005,6.0,5.0,NF
Togo,2006,6.0,5.0,NF
Togo,2007,5.0,5.0,PF
Togo,2008,5.0,5.0,PF
Togo,2009,5.0,4.0,PF
Togo,2010,5.0,4.0,PF
Togo,2011,5.0,4.0,PF
Togo,2012,5.0,4.0,PF
Togo,2013,4.0,4.0,PF
Togo,2014,4.0,4.0,PF
Tunisia,2000,6.0,5.0,NF
Tunisia,2001,6.0,5.0,NF
Tunisia,2002,6.0,5.0,NF
Tunisia,2003,6.0,5.0,NF
Tunisia,2004,6.0,5.0,NF
Tunisia,2005,6.0,5.0,NF
Tunisia,2006,6.0,5.0,NF
Tunisia,2007,7.0,5.0,NF
Tunisia,2008,7.0,5.0,NF
Tunisia,2009,7.0,5.0,NF
Tunisia,2010,7.0,5.0,NF
Tunisia,2011,3.0,4.0,PF
Tunisia,2012,3.0,4.0,PF
Tunisia,2013,3.0,3.0,PF
Tunisia,2014,1.0,3.0,F
Turkey,2000,4.0,5.0,PF
Turkey,2001,4.0,5.0,PF
Turkey,2002,3.0,4.0,PF
Turkey,2003,3.0,4.0,PF
Turkey,2004,3.0,3.0,PF
Turkey,2005,3.0,3.0,PF
Turkey,2006,3.0,3.0,PF
Turkey,2007,3.0,3.0,PF
Turkey,2008,3.0,3.0,PF
Turkey,2009,3.0,3.0,PF
Turkey,2010,3.0,3.0,PF
Turkey,2011,3.0,3.0,PF
Turkey,2012,3.0,4.0,PF
Turkey,2013,3.0,4.0,PF
Turkey,2014,3.0,4.0,PF
Uganda,2000,6.0,5.0,PF
Uganda,2001,6.0,5.0,PF
Uganda,2002,6.0,4.0,PF
Uganda,2003,5.0,4.0,PF
Uganda,2004,5.0,4.0,PF
Uganda,2005,5.0,4.0,PF
Uganda,2006,5.0,4.0,PF
Uganda,2007,5.0,4.0,PF
Uganda,2008,5.0,4.0,PF
Uganda,2009,5.0,4.0,PF
Uganda,2010,5.0,4.0,PF
Uganda,2011,5.0,4.0,PF
Uganda,2012,5.0,4.0,PF
Uganda,2013,6.0,4.0,PF
Uganda,2014,6.0,5.0,NF
United Arab Emirates,2000,6.0,5.0,NF
United Arab Emirates,2001,6.0,5.0,NF
United Arab Emirates,2002,6.0,5.0,NF
United Arab Emirates,2003,6.0,6.0,NF
United Arab Emirates,2004,6.0,6.0,NF
United Arab Emirates,2005,6.0,6.0,NF
United Arab Emirates,2006,6.0,5.0,NF
United Arab Emirates,2007,6.0,5.0,NF
United Arab Emirates,2008,6.0,5.0,NF
United Arab Emirates,2009,6.0,5.0,NF
United Arab Emirates,2010,6.0,5.0,NF
United Arab Emirates,2011,6.0,6.0,NF
United Arab Emirates,2012,6.0,6.0,NF
United Arab Emirates,2013,6.0,6.0,NF
United Arab Emirates,2014,6.0,6.0,NF
Yemen,2000,5.0,6.0,NF
Yemen,2001,6.0,6.0,NF
Yemen,2002,6.0,5.0,NF
Yemen,2003,5.0,5.0,PF
Yemen,2004,5.0,5.0,PF
Yemen,2005,5.0,5.0,PF
Yemen,2006,5.0,5.0,PF
Yemen,2007,5.0,5.0,PF
Yemen,2008,5.0,5.0,PF
Yemen,2009,6.0,5.0,NF
Yemen,2010,6.0,5.0,NF
Yemen,2011,6.0,6.0,NF
Yemen,2012,6.0,6.0,NF
Yemen,2013,6.0,6.0,NF
Yemen,2014,6.0,6.0,NF
Zambia,2000,5.0,4.0,PF
Zambia,2001,5.0,4.0,PF
Zambia,2002,4.0,4.0,PF
Zambia,2003,4.0,4.0,PF
Zambia,2004,4.0,4.0,PF
Zambia,2005,4.0,4.0,PF
Zambia,2006,3.0,4.0,PF
Zambia,2007,3.0,4.0,PF
Zambia,2008,3.0,3.0,PF
Zambia,2009,3.0,4.0,PF
Zambia,2010,3.0,4.0,PF
Zambia,2011,3.0,4.0,PF
Zambia,2012,3.0,4.0,PF
Zambia,2013,3.0,4.0,PF
Zambia,2014,3.0,4.0,PF
Zimbabwe,2000,6.0,5.0,PF
Zimbabwe,2001,6.0,6.0,NF
Zimbabwe,2002,6.0,6.0,NF
Zimbabwe,2003,6.0,6.0,NF
Zimbabwe,2004,7.0,6.0,NF
Zimbabwe,2005,7.0,6.0,NF
Zimbabwe,2006,7.0,6.0,NF
Zimbabwe,2007,7.0,6.0,NF
Zimbabwe,2008,7.0,6.0,NF
Zimbabwe,2009,6.0,6.0,NF
Zimbabwe,2010,6.0,6.0,NF
Zimbabwe,2011,6.0,6.0,NF
Zimbabwe,2012,6.0,6.0,NF
Zimbabwe,2013,5.0,6.0,NF
Zimbabwe,2014,5.0,6.0,NF
Palestine,2000,6.0,6.0,NF
Palestine,2001,6.0,6.0,NF
Palestine,2002,6.0,6.0,NF
Palestine,2003,6.0,6.0,NF
Palestine,2004,6.0,6.0,NF
Palestine,2005,6.0,5.0,NF
Palestine,2006,6.0,5.0,NF
Palestine,2007,6.0,6.0,NF
Palestine,2008,6.0,6.0,NF
Palestine,2009,6.0,6.0,NF
