Country,0,0,1
Gabon,5,2012,CL
Gabon,NF,2012,Status
Gabon,6,2013,PR
Gabon,5,2013,CL
Gabon,NF,2013,Status
Gabon,6,2014,PR
Gabon,5,2014,CL
Gabon,NF,2014,Status
Ghana,2,2000,PR
Ghana,3,2000,CL
Ghana,F,2000,Status
Ghana,2,2001,PR
Ghana,3,2001,CL
Ghana,F,2001,Status
Ghana,2,2002,PR
Ghana,3,2002,CL
Ghana,F,2002,Status
Ghana,2,2003,PR
Ghana,2,2003,CL
Ghana,F,2003,Status
Ghana,2,2004,PR
Ghana,2,2004,CL
Ghana,F,2004,Status
Ghana,1,2005,PR
Ghana,2,2005,CL
Ghana,F,2005,Status
Ghana,1,2006,PR
Ghana,2,2006,CL
Ghana,F,2006,Status
Ghana,1,2007,PR
Ghana,2,2007,CL
Ghana,F,2007,Status
Ghana,1,2008,PR
Ghana,2,2008,CL
Ghana,F,2008,Status
Ghana,1,2009,PR
Ghana,2,2009,CL
Ghana,F,2009,Status
Ghana,1,2010,PR
Ghana,2,2010,CL
Ghana,F,2010,Status
Ghana,1,2011,PR
Ghana,2,2011,CL
Ghana,F,2011,Status
Ghana,1,2012,PR
Ghana,2,2012,CL
Ghana,F,2012,Status
Ghana,1,2013,PR
Ghana,2,2013,CL
Ghana,F,2013,Status
Ghana,1,2014,PR
Ghana,2,2014,CL
Ghana,F,2014,Status
Guinea,6,2000,PR
Guinea,5,2000,CL
Guinea,NF,2000,Status
Guinea,6,2001,PR
Guinea,5,2001,CL
Guinea,NF,2001,Status
Guinea,6,2002,PR
Guinea,5,2002,CL
Guinea,NF,2002,Status
Guinea,6,2003,PR
Guinea,5,2003,CL
Guinea,NF,2003,Status
Guinea,6,2004,PR
Guinea,5,2004,CL
Guinea,NF,2004,Status
Guinea,6,2005,PR
Guinea,5,2005,CL
Guinea,NF,2005,Status
Guinea,6,2006,PR
Guinea,5,2006,CL
Guinea,NF,2006,Status
Guinea,6,2007,PR
Guinea,5,2007,CL
Guinea,NF,2007,Status
Guinea,7,2008,PR
Guinea,5,2008,CL
Guinea,NF,2008,Status
Guinea,7,2009,PR
Guinea,6,2009,CL
Guinea,NF,2009,Status
Guinea,5,2010,PR
Guinea,5,2010,CL
Guinea,PF,2010,Status
Guinea,5,2011,PR
Guinea,5,2011,CL
Guinea,PF,2011,Status
Guinea,5,2012,PR
Guinea,5,2012,CL
Guinea,PF,2012,Status
Guinea,5,2013,PR
Guinea,5,2013,CL
Guinea,PF,2013,Status
Guinea,5,2014,PR
Guinea,5,2014,CL
Guinea,PF,2014,Status
Guinea-Bissau,4,2000,PR
Guinea-Bissau,5,2000,CL
Guinea-Bissau,PF,2000,Status
Guinea-Bissau,4,2001,PR
Guinea-Bissau,5,2001,CL
Guinea-Bissau,PF,2001,Status
Guinea-Bissau,4,2002,PR
Guinea-Bissau,5,2002,CL
Guinea-Bissau,PF,2002,Status
Guinea-Bissau,6,2003,PR
Guinea-Bissau,4,2003,CL
Guinea-Bissau,PF,2003,Status
Guinea-Bissau,4,2004,PR
Guinea-Bissau,4,2004,CL
Guinea-Bissau,PF,2004,Status
Guinea-Bissau,3,2005,PR
Guinea-Bissau,4,2005,CL
Guinea-Bissau,PF,2005,Status
Guinea-Bissau,4,2006,PR
Guinea-Bissau,4,2006,CL
Guinea-Bissau,PF,2006,Status
Guinea-Bissau,4,2007,PR
Guinea-Bissau,4,2007,CL
Guinea-Bissau,PF,2007,Status
Guinea-Bissau,4,2008,PR
Guinea-Bissau,4,2008,CL
Guinea-Bissau,PF,2008,Status
Guinea-Bissau,4,2009,PR
Guinea-Bissau,4,2009,CL
Guinea-Bissau,PF,2009,Status
Guinea-Bissau,4,2010,PR
Guinea-Bissau,4,2010,CL
Guinea-Bissau,PF,2010,Status
Guinea-Bissau,4,2011,PR
Guinea-Bissau,4,2011,CL
Guinea-Bissau,PF,2011,Status
Guinea-Bissau,6,2012,PR
Guinea-Bissau,5,2012,CL
Guinea-Bissau,NF,2012,Status
Guinea-Bissau,6,2013,PR
Guinea-Bissau,5,2013,CL
Guinea-Bissau,NF,2013,Status
Guinea-Bissau,5,2014,PR
Guinea-Bissau,5,2014,CL
Guinea-Bissau,PF,2014,Status
Iran,6,2000,PR
Iran,6,2000,CL
Iran,NF,2000,Status
Iran,6,2001,PR
Iran,6,2001,CL
Iran,NF,2001,Status
Iran,6,2002,PR
Iran,6,2002,CL
Iran,NF,2002,Status
Iran,6,2003,PR
Iran,6,2003,CL
Iran,NF,2003,Status
Iran,6,2004,PR
Iran,6,2004,CL
Iran,NF,2004,Status
Iran,6,2005,PR
Iran,6,2005,CL
Iran,NF,2005,Status
Iran,6,2006,PR
Iran,6,2006,CL
Iran,NF,2006,Status
Iran,6,2007,PR
Iran,6,2007,CL
Iran,NF,2007,Status
Iran,6,2008,PR
Iran,6,2008,CL
Iran,NF,2008,Status
Iran,6,2009,PR
Iran,6,2009,CL
Iran,NF,2009,Status
Iran,6,2010,PR
Iran,6,2010,CL
Iran,NF,2010,Status
Iran,6,2011,PR
Iran,6,2011,CL
Iran,NF,2011,Status
Iran,6,2012,PR
Iran,6,2012,CL
Iran,NF,2012,Status
Iran,6,2013,PR
Iran,6,2013,CL
Iran,NF,2013,Status
Iran,6,2014,PR
Iran,6,2014,CL
Iran,NF,2014,Status
Iraq,7,2000,PR
Iraq,7,2000,CL
Iraq,NF,2000,Status
Iraq,7,2001,PR
Iraq,7,2001,CL
Iraq,NF,2001,Status
Iraq,7,2002,PR
Iraq,7,2002,CL
Iraq,NF,2002,Status
Iraq,7,2003,PR
Iraq,5,2003,CL
Iraq,NF,2003,Status
Iraq,7,2004,PR
Iraq,5,2004,CL
Iraq,NF,2004,Status
Iraq,6,2005,PR
Iraq,5,2005,CL
Iraq,NF,2005,Status
Iraq,6,2006,PR
Iraq,6,2006,CL
Iraq,NF,2006,Status
Iraq,6,2007,PR
Iraq,6,2007,CL
Iraq,NF,2007,Status
Iraq,6,2008,PR
Iraq,6,2008,CL
Iraq,NF,2008,Status
Iraq,5,2009,PR
Iraq,6,2009,CL
Iraq,NF,2009,Status
Iraq,5,2010,PR
Iraq,6,2010,CL
Iraq,NF,2010,Status
Iraq,5,2011,PR
Iraq,6,2011,CL
Iraq,NF,2011,Status
Iraq,6,2012,PR
Iraq,6,2012,CL
Iraq,NF,2012,Status
Iraq,5,2013,PR
Iraq,6,2013,CL
Iraq,NF,2013,Status
Iraq,6,2014,PR
Iraq,6,2014,CL
Iraq,NF,2014,Status
Israel,1,2000,PR
Israel,3,2000,CL
Israel,F,2000,Status
Israel,1,2001,PR
Israel,3,2001,CL
Israel,F,2001,Status
Israel,1,2002,PR
Israel,3,2002,CL
Israel,F,2002,Status
Israel,1,2003,PR
Israel,3,2003,CL
Israel,F,2003,Status
Israel,1,2004,PR
Israel,3,2004,CL
Israel,F,2004,Status
Israel,1,2005,PR
Israel,2,2005,CL
Israel,F,2005,Status
Israel,1,2006,PR
Israel,2,2006,CL
Israel,F,2006,Status
Israel,1,2007,PR
Israel,2,2007,CL
Israel,F,2007,Status
Israel,1,2008,PR
Israel,2,2008,CL
Israel,F,2008,Status
Israel,1,2009,PR
Israel,2,2009,CL
Israel,F,2009,Status
Israel,1,2010,PR
Israel,2,2010,CL
Israel,F,2010,Status
Israel,1,2011,PR
Israel,2,2011,CL
Israel,F,2011,Status
Israel,1,2012,PR
Israel,2,2012,CL
Israel,F,2012,Status
Israel,1,2013,PR
Israel,2,2013,CL
Israel,F,2013,Status
Israel,1,2014,PR
Israel,2,2014,CL
Israel,F,2014,Status
Jordan,4,2000,PR
Jordan,4,2000,CL
Jordan,PF,2000,Status
Jordan,5,2001,PR
Jordan,5,2001,CL
Jordan,PF,2001,Status
Jordan,6,2002,PR
Jordan,5,2002,CL
Jordan,PF,2002,Status
Jordan,5,2003,PR
Jordan,5,2003,CL
Jordan,PF,2003,Status
Jordan,5,2004,PR
Jordan,4,2004,CL
Jordan,PF,2004,Status
Jordan,5,2005,PR
Jordan,4,2005,CL
Jordan,PF,2005,Status
Jordan,5,2006,PR
Jordan,4,2006,CL
Jordan,PF,2006,Status
Jordan,5,2007,PR
Jordan,4,2007,CL
Jordan,PF,2007,Status
Jordan,5,2008,PR
Jordan,5,2008,CL
Jordan,PF,2008,Status
Jordan,6,2009,PR
Jordan,5,2009,CL
Jordan,NF,2009,Status
Jordan,6,2010,PR
Jordan,5,2010,CL
Jordan,NF,2010,Status
Jordan,6,2011,PR
Jordan,5,2011,CL
Jordan,NF,2011,Status
Jordan,6,2012,PR
Jordan,5,2012,CL
Jordan,NF,2012,Status
Jordan,6,2013,PR
Jordan,5,2013,CL
Jordan,NF,2013,Status
Jordan,6,2014,PR
Jordan,5,2014,CL
Jordan,NF,2014,Status
Kenya,6,2000,PR
Kenya,5,2000,CL
Kenya,NF,2000,Status
Kenya,6,2001,PR
Kenya,5,2001,CL
Kenya,NF,2001,Status
Kenya,4,2002,PR
Kenya,4,2002,CL
Kenya,PF,2002,Status
Kenya,3,2003,PR
Kenya,3,2003,CL
Kenya,PF,2003,Status
Kenya,3,2004,PR
Kenya,3,2004,CL
Kenya,PF,2004,Status
Kenya,3,2005,PR
Kenya,3,2005,CL
Kenya,PF,2005,Status
Kenya,3,2006,PR
Kenya,3,2006,CL
Kenya,PF,2006,Status
Kenya,4,2007,PR
Kenya,3,2007,CL
Kenya,PF,2007,Status
Kenya,4,2008,PR
Kenya,3,2008,CL
Kenya,PF,2008,Status
Kenya,4,2009,PR
Kenya,4,2009,CL
Kenya,PF,2009,Status
Kenya,4,2010,PR
Kenya,3,2010,CL
Kenya,PF,2010,Status
Kenya,4,2011,PR
Kenya,3,2011,CL
Kenya,PF,2011,Status
Kenya,4,2012,PR
Kenya,4,2012,CL
Kenya,PF,2012,Status
Kenya,4,2013,PR
Kenya,4,2013,CL
Kenya,PF,2013,Status
Kenya,4,2014,PR
Kenya,4,2014,CL
Kenya,PF,2014,Status
Kuwait,4,2000,PR
Kuwait,5,2000,CL
Kuwait,PF,2000,Status
Kuwait,4,2001,PR
Kuwait,5,2001,CL
Kuwait,PF,2001,Status
Kuwait,4,2002,PR
Kuwait,5,2002,CL
Kuwait,PF,2002,Status
Kuwait,4,2003,PR
Kuwait,5,2003,CL
Kuwait,PF,2003,Status
Kuwait,4,2004,PR
Kuwait,5,2004,CL
Kuwait,PF,2004,Status
Kuwait,4,2005,PR
Kuwait,5,2005,CL
Kuwait,PF,2005,Status
Kuwait,4,2006,PR
Kuwait,4,2006,CL
Kuwait,PF,2006,Status
Kuwait,4,2007,PR
Kuwait,4,2007,CL
Kuwait,PF,2007,Status
Kuwait,4,2008,PR
Kuwait,4,2008,CL
Kuwait,PF,2008,Status
Kuwait,4,2009,PR
Kuwait,4,2009,CL
Kuwait,PF,2009,Status
Kuwait,4,2010,PR
Kuwait,5,2010,CL
Kuwait,PF,2010,Status
Kuwait,4,2011,PR
Kuwait,5,2011,CL
Kuwait,PF,2011,Status
Kuwait,5,2012,PR
Kuwait,5,2012,CL
Kuwait,PF,2012,Status
Kuwait,5,2013,PR
Kuwait,5,2013,CL
Kuwait,PF,2013,Status
Kuwait,5,2014,PR
Kuwait,5,2014,CL
Kuwait,PF,2014,Status
Lebanon,6,2000,PR
Lebanon,5,2000,CL
Lebanon,NF,2000,Status
Lebanon,6,2001,PR
Lebanon,5,2001,CL
Lebanon,NF,2001,Status
Lebanon,6,2002,PR
Lebanon,5,2002,CL
Lebanon,NF,2002,Status
Lebanon,6,2003,PR
Lebanon,5,2003,CL
Lebanon,NF,2003,Status
Lebanon,6,2004,PR
Lebanon,5,2004,CL
Lebanon,NF,2004,Status
Lebanon,5,2005,PR
Lebanon,4,2005,CL
Lebanon,PF,2005,Status
Lebanon,5,2006,PR
Lebanon,4,2006,CL
Lebanon,PF,2006,Status
Lebanon,5,2007,PR
Lebanon,4,2007,CL
Lebanon,PF,2007,Status
Lebanon,5,2008,PR
Lebanon,4,2008,CL
Lebanon,PF,2008,Status
Lebanon,5,2009,PR
Lebanon,3,2009,CL
Lebanon,PF,2009,Status
Lebanon,5,2010,PR
Lebanon,3,2010,CL
Lebanon,PF,2010,Status
Lebanon,5,2011,PR
Lebanon,4,2011,CL
Lebanon,PF,2011,Status
Lebanon,5,2012,PR
Lebanon,4,2012,CL
Lebanon,PF,2012,Status
Lebanon,5,2013,PR
Lebanon,4,2013,CL
Lebanon,PF,2013,Status
Lebanon,5,2014,PR
Lebanon,4,2014,CL
Lebanon,PF,2014,Status
Lesotho,4,2000,PR
Lesotho,4,2000,CL
Lesotho,PF,2000,Status
Lesotho,4,2001,PR
Lesotho,4,2001,CL
Lesotho,PF,2001,Status
Lesotho,2,2002,PR
Lesotho,3,2002,CL
Lesotho,F,2002,Status
Lesotho,2,2003,PR
Lesotho,3,2003,CL
Lesotho,F,2003,Status
Lesotho,2,2004,PR
Lesotho,3,2004,CL
Lesotho,F,2004,Status
Lesotho,2,2005,PR
Lesotho,3,2005,CL
Lesotho,F,2005,Status
Lesotho,2,2006,PR
Lesotho,3,2006,CL
Lesotho,F,2006,Status
Lesotho,2,2007,PR
Lesotho,3,2007,CL
Lesotho,F,2007,Status
Lesotho,2,2008,PR
Lesotho,3,2008,CL
Lesotho,F,2008,Status
Lesotho,3,2009,PR
Lesotho,3,2009,CL
Lesotho,PF,2009,Status
Lesotho,3,2010,PR
Lesotho,3,2010,CL
Lesotho,PF,2010,Status
Lesotho,3,2011,PR
Lesotho,3,2011,CL
Lesotho,PF,2011,Status
Lesotho,2,2012,PR
Lesotho,3,2012,CL
Lesotho,F,2012,Status
Lesotho,2,2013,PR
Lesotho,3,2013,CL
Lesotho,F,2013,Status
Lesotho,2,2014,PR
Lesotho,3,2014,CL
Lesotho,F,2014,Status
Liberia,5,2000,PR
Liberia,6,2000,CL
Liberia,PF,2000,Status
Liberia,6,2001,PR
Liberia,6,2001,CL
Liberia,NF,2001,Status
Liberia,6,2002,PR
Liberia,6,2002,CL
Liberia,NF,2002,Status
Liberia,6,2003,PR
Liberia,6,2003,CL
Liberia,NF,2003,Status
Liberia,5,2004,PR
Liberia,4,2004,CL
Liberia,PF,2004,Status
Liberia,4,2005,PR
Liberia,4,2005,CL
Liberia,PF,2005,Status
Liberia,3,2006,PR
Liberia,4,2006,CL
Liberia,PF,2006,Status
Liberia,3,2007,PR
Liberia,4,2007,CL
Liberia,PF,2007,Status
Liberia,3,2008,PR
Liberia,4,2008,CL
Liberia,PF,2008,Status
Liberia,3,2009,PR
Liberia,4,2009,CL
Liberia,PF,2009,Status
Liberia,3,2010,PR
Liberia,4,2010,CL
Liberia,PF,2010,Status
Liberia,3,2011,PR
Liberia,4,2011,CL
Liberia,PF,2011,Status
Liberia,3,2012,PR
Liberia,4,2012,CL
Liberia,PF,2012,Status
Liberia,3,2013,PR
Liberia,4,2013,CL
Liberia,PF,2013,Status
Liberia,3,2014,PR
Liberia,4,2014,CL
Liberia,PF,2014,Status
Libya,7,2000,PR
Libya,7,2000,CL
Libya,NF,2000,Status
Libya,7,2001,PR
Libya,7,2001,CL
Libya,NF,2001,Status
Libya,7,2002,PR
Libya,7,2002,CL
Libya,NF,2002,Status
Libya,7,2003,PR
Libya,7,2003,CL
Libya,NF,2003,Status
Libya,7,2004,PR
Libya,7,2004,CL
Libya,NF,2004,Status
Libya,7,2005,PR
Libya,7,2005,CL
Libya,NF,2005,Status
Libya,7,2006,PR
Libya,7,2006,CL
Libya,NF,2006,Status
Libya,7,2007,PR
Libya,7,2007,CL
Libya,NF,2007,Status
Libya,7,2008,PR
Libya,7,2008,CL
Libya,NF,2008,Status
Libya,7,2009,PR
Libya,7,2009,CL
Libya,NF,2009,Status
Libya,7,2010,PR
Libya,7,2010,CL
Libya,NF,2010,Status
Libya,7,2011,PR
Libya,6,2011,CL
Libya,NF,2011,Status
Libya,4,2012,PR
Libya,5,2012,CL
Libya,PF,2012,Status
Libya,4,2013,PR
Libya,5,2013,CL
Libya,PF,2013,Status
Libya,6,2014,PR
Libya,6,2014,CL
Libya,NF,2014,Status
Madagascar,2,2000,PR
Madagascar,4,2000,CL
Madagascar,PF,2000,Status
Madagascar,2,2001,PR
Madagascar,4,2001,CL
Madagascar,PF,2001,Status
Madagascar,3,2002,PR
Madagascar,4,2002,CL
Madagascar,PF,2002,Status
Madagascar,3,2003,PR
Madagascar,3,2003,CL
Madagascar,PF,2003,Status
Madagascar,3,2004,PR
Madagascar,3,2004,CL
Madagascar,PF,2004,Status
Madagascar,3,2005,PR
Madagascar,3,2005,CL
Madagascar,PF,2005,Status
Madagascar,4,2006,PR
Madagascar,3,2006,CL
Madagascar,PF,2006,Status
Madagascar,4,2007,PR
Madagascar,3,2007,CL
Madagascar,PF,2007,Status
Madagascar,4,2008,PR
Madagascar,3,2008,CL
Madagascar,PF,2008,Status
Madagascar,6,2009,PR
Madagascar,4,2009,CL
Madagascar,PF,2009,Status
Madagascar,6,2010,PR
Madagascar,4,2010,CL
Madagascar,PF,2010,Status
Madagascar,6,2011,PR
Madagascar,4,2011,CL
Madagascar,PF,2011,Status
Madagascar,6,2012,PR
Madagascar,4,2012,CL
Madagascar,PF,2012,Status
Madagascar,5,2013,PR
Madagascar,4,2013,CL
Madagascar,PF,2013,Status
Madagascar,4,2014,PR
Madagascar,4,2014,CL
Madagascar,PF,2014,Status
Malawi,3,2000,PR
Malawi,3,2000,CL
Malawi,PF,2000,Status
Malawi,4,2001,PR
Malawi,3,2001,CL
Malawi,PF,2001,Status
Malawi,4,2002,PR
Malawi,4,2002,CL
Malawi,PF,2002,Status
Malawi,3,2003,PR
Malawi,4,2003,CL
Malawi,PF,2003,Status
Malawi,4,2004,PR
Malawi,4,2004,CL
Malawi,PF,2004,Status
Malawi,4,2005,PR
Malawi,4,2005,CL
Malawi,PF,2005,Status
Malawi,4,2006,PR
Malawi,3,2006,CL
Malawi,PF,2006,Status
Malawi,4,2007,PR
Malawi,4,2007,CL
Malawi,PF,2007,Status
Malawi,4,2008,PR
Malawi,4,2008,CL
Malawi,PF,2008,Status
Malawi,3,2009,PR
Malawi,4,2009,CL
Malawi,PF,2009,Status
Malawi,3,2010,PR
Malawi,4,2010,CL
Malawi,PF,2010,Status
Malawi,3,2011,PR
Malawi,4,2011,CL
Malawi,PF,2011,Status
Malawi,3,2012,PR
Malawi,4,2012,CL
Malawi,PF,2012,Status
Malawi,3,2013,PR
Malawi,4,2013,CL
Malawi,PF,2013,Status
Malawi,3,2014,PR
Malawi,4,2014,CL
Malawi,PF,2014,Status
Mali,2,2000,PR
Mali,3,2000,CL
Mali,F,2000,Status
Mali,2,2001,PR
Mali,3,2001,CL
Mali,F,2001,Status
Mali,2,2002,PR
Mali,3,2002,CL
Mali,F,2002,Status
Mali,2,2003,PR
Mali,2,2003,CL
Mali,F,2003,Status
Mali,2,2004,PR
Mali,2,2004,CL
Mali,F,2004,Status
Mali,2,2005,PR
Mali,2,2005,CL
Mali,F,2005,Status
Mali,2,2006,PR
Mali,2,2006,CL
Mali,F,2006,Status
Mali,2,2007,PR
Mali,3,2007,CL
Mali,F,2007,Status
Mali,2,2008,PR
Mali,3,2008,CL
Mali,F,2008,Status
Mali,2,2009,PR
Mali,3,2009,CL
Mali,F,2009,Status
Mali,2,2010,PR
Mali,3,2010,CL
Mali,F,2010,Status
Mali,2,2011,PR
Mali,3,2011,CL
Mali,F,2011,Status
Mali,7,2012,PR
Mali,5,2012,CL
Mali,NF,2012,Status
Mali,5,2013,PR
Mali,4,2013,CL
Mali,PF,2013,Status
Mali,5,2014,PR
Mali,4,2014,CL
Mali,PF,2014,Status
Mauritania,6,2000,PR
Mauritania,5,2000,CL
Mauritania,NF,2000,Status
Mauritania,5,2001,PR
Mauritania,5,2001,CL
Mauritania,PF,2001,Status
Mauritania,5,2002,PR
Mauritania,5,2002,CL
Mauritania,PF,2002,Status
Mauritania,6,2003,PR
Mauritania,5,2003,CL
Mauritania,NF,2003,Status
Mauritania,6,2004,PR
Mauritania,5,2004,CL
Mauritania,NF,2004,Status
Mauritania,6,2005,PR
Mauritania,4,2005,CL
Mauritania,PF,2005,Status
Mauritania,5,2006,PR
Mauritania,4,2006,CL
Mauritania,PF,2006,Status
Mauritania,4,2007,PR
Mauritania,4,2007,CL
Mauritania,PF,2007,Status
Mauritania,6,2008,PR
Mauritania,5,2008,CL
Mauritania,NF,2008,Status
Mauritania,6,2009,PR
Mauritania,5,2009,CL
Mauritania,NF,2009,Status
Mauritania,6,2010,PR
Mauritania,5,2010,CL
Mauritania,NF,2010,Status
Mauritania,6,2011,PR
Mauritania,5,2011,CL
Mauritania,NF,2011,Status
Mauritania,6,2012,PR
Mauritania,5,2012,CL
Mauritania,NF,2012,Status
Mauritania,6,2013,PR
Mauritania,5,2013,CL
Mauritania,NF,2013,Status
Mauritania,6,2014,PR
Mauritania,5,2014,CL
Mauritania,NF,2014,Status
Mauritius,1,2000,PR
Mauritius,2,2000,CL
Mauritius,F,2000,Status
Mauritius,1,2001,PR
Mauritius,2,2001,CL
Mauritius,F,2001,Status
Mauritius,1,2002,PR
Mauritius,2,2002,CL
Mauritius,F,2002,Status
Mauritius,1,2003,PR
Mauritius,2,2003,CL
Mauritius,F,2003,Status
Mauritius,1,2004,PR
Mauritius,1,2004,CL
Mauritius,F,2004,Status
Mauritius,1,2005,PR
Mauritius,1,2005,CL
Mauritius,F,2005,Status
Mauritius,1,2006,PR
Mauritius,2,2006,CL
Mauritius,F,2006,Status
Mauritius,1,2007,PR
Mauritius,2,2007,CL
Mauritius,F,2007,Status
Mauritius,1,2008,PR
Mauritius,2,2008,CL
Mauritius,F,2008,Status
Mauritius,1,2009,PR
Mauritius,2,2009,CL
Mauritius,F,2009,Status
Mauritius,1,2010,PR
Mauritius,2,2010,CL
Mauritius,F,2010,Status
Mauritius,1,2011,PR
Mauritius,2,2011,CL
Mauritius,F,2011,Status
Mauritius,1,2012,PR
Mauritius,2,2012,CL
Mauritius,F,2012,Status
Mauritius,1,2013,PR
Mauritius,2,2013,CL
Mauritius,F,2013,Status
Mauritius,1,2014,PR
Mauritius,2,2014,CL
Mauritius,F,2014,Status
Morocco,5,2000,PR
Morocco,4,2000,CL
Morocco,PF,2000,Status
Morocco,5,2001,PR
Morocco,5,2001,CL
Morocco,PF,2001,Status
Morocco,5,2002,PR
Morocco,5,2002,CL
Morocco,PF,2002,Status
Morocco,5,2003,PR
Morocco,5,2003,CL
Morocco,PF,2003,Status
Morocco,5,2004,PR
Morocco,4,2004,CL
Morocco,PF,2004,Status
Morocco,5,2005,PR
Morocco,4,2005,CL
Morocco,PF,2005,Status
Morocco,5,2006,PR
Morocco,4,2006,CL
Morocco,PF,2006,Status
Morocco,5,2007,PR
Morocco,4,2007,CL
Morocco,PF,2007,Status
Morocco,5,2008,PR
Morocco,4,2008,CL
Morocco,PF,2008,Status
Morocco,5,2009,PR
Morocco,4,2009,CL
Morocco,PF,2009,Status
Morocco,5,2010,PR
Morocco,4,2010,CL
Morocco,PF,2010,Status
Morocco,5,2011,PR
Morocco,4,2011,CL
Morocco,PF,2011,Status
Morocco,5,2012,PR
Morocco,4,2012,CL
Morocco,PF,2012,Status
Morocco,5,2013,PR
Morocco,4,2013,CL
Morocco,PF,2013,Status
Morocco,5,2014,PR
Morocco,4,2014,CL
Morocco,PF,2014,Status
Mozambique,3,2000,PR
Mozambique,4,2000,CL
Mozambique,PF,2000,Status
Mozambique,3,2001,PR
Mozambique,4,2001,CL
Mozambique,PF,2001,Status
Mozambique,3,2002,PR
Mozambique,4,2002,CL
Mozambique,PF,2002,Status
Mozambique,3,2003,PR
Mozambique,4,2003,CL
Mozambique,PF,2003,Status
Mozambique,3,2004,PR
Mozambique,4,2004,CL
Mozambique,PF,2004,Status
Mozambique,3,2005,PR
Mozambique,4,2005,CL
Mozambique,PF,2005,Status
Mozambique,3,2006,PR
Mozambique,4,2006,CL
Mozambique,PF,2006,Status
Mozambique,3,2007,PR
Mozambique,3,2007,CL
Mozambique,PF,2007,Status
Mozambique,3,2008,PR
Mozambique,3,2008,CL
Mozambique,PF,2008,Status
Mozambique,4,2009,PR
Mozambique,3,2009,CL
Mozambique,PF,2009,Status
Mozambique,4,2010,PR
Mozambique,3,2010,CL
Mozambique,PF,2010,Status
Mozambique,4,2011,PR
Mozambique,3,2011,CL
Mozambique,PF,2011,Status
Mozambique,4,2012,PR
Mozambique,3,2012,CL
Mozambique,PF,2012,Status
Mozambique,4,2013,PR
Mozambique,3,2013,CL
Mozambique,PF,2013,Status
Mozambique,4,2014,PR
Mozambique,3,2014,CL
Mozambique,PF,2014,Status
Namibia,2,2000,PR
Namibia,3,2000,CL
Namibia,F,2000,Status
Namibia,2,2001,PR
Namibia,3,2001,CL
Namibia,F,2001,Status
Namibia,2,2002,PR
Namibia,3,2002,CL
Namibia,F,2002,Status
Namibia,2,2003,PR
Namibia,3,2003,CL
Namibia,F,2003,Status
Namibia,2,2004,PR
Namibia,3,2004,CL
Namibia,F,2004,Status
Namibia,2,2005,PR
Namibia,2,2005,CL
Namibia,F,2005,Status
Namibia,2,2006,PR
Namibia,2,2006,CL
Namibia,F,2006,Status
Namibia,2,2007,PR
Namibia,2,2007,CL
Namibia,F,2007,Status
Namibia,2,2008,PR
Namibia,2,2008,CL
Namibia,F,2008,Status
Namibia,2,2009,PR
Namibia,2,2009,CL
Namibia,F,2009,Status
Namibia,2,2010,PR
Namibia,2,2010,CL
Namibia,F,2010,Status
Namibia,2,2011,PR
Namibia,2,2011,CL
Namibia,F,2011,Status
Namibia,2,2012,PR
Namibia,2,2012,CL
Namibia,F,2012,Status
Namibia,2,2013,PR
Namibia,2,2013,CL
Namibia,F,2013,Status
Namibia,2,2014,PR
Namibia,2,2014,CL
Namibia,F,2014,Status
Niger,4,2000,PR
Niger,4,2000,CL
Niger,PF,2000,Status
Niger,4,2001,PR
Niger,4,2001,CL
Niger,PF,2001,Status
Niger,4,2002,PR
Niger,4,2002,CL
Niger,PF,2002,Status
Niger,4,2003,PR
Niger,4,2003,CL
Niger,PF,2003,Status
Niger,3,2004,PR
Niger,3,2004,CL
Niger,PF,2004,Status
Niger,3,2005,PR
Niger,3,2005,CL
Niger,PF,2005,Status
Niger,3,2006,PR
Niger,3,2006,CL
Niger,PF,2006,Status
Niger,3,2007,PR
Niger,4,2007,CL
Niger,PF,2007,Status
Niger,3,2008,PR
Niger,4,2008,CL
Niger,PF,2008,Status
Niger,5,2009,PR
Niger,4,2009,CL
Niger,PF,2009,Status
Niger,5,2010,PR
Niger,4,2010,CL
Niger,PF,2010,Status
Niger,3,2011,PR
Niger,4,2011,CL
Niger,PF,2011,Status
Niger,3,2012,PR
Niger,4,2012,CL
Niger,PF,2012,Status
Niger,3,2013,PR
Niger,4,2013,CL
Niger,PF,2013,Status
Niger,3,2014,PR
Niger,4,2014,CL
Niger,PF,2014,Status
Nigeria,4,2000,PR
Nigeria,4,2000,CL
Nigeria,PF,2000,Status
Nigeria,4,2001,PR
Nigeria,5,2001,CL
Nigeria,PF,2001,Status
Nigeria,4,2002,PR
Nigeria,5,2002,CL
Nigeria,PF,2002,Status
Nigeria,4,2003,PR
Nigeria,4,2003,CL
Nigeria,PF,2003,Status
Nigeria,4,2004,PR
Nigeria,4,2004,CL
Nigeria,PF,2004,Status
Nigeria,4,2005,PR
Nigeria,4,2005,CL
Nigeria,PF,2005,Status
Nigeria,4,2006,PR
Nigeria,4,2006,CL
Nigeria,PF,2006,Status
Nigeria,4,2007,PR
Nigeria,4,2007,CL
Nigeria,PF,2007,Status
Nigeria,5,2008,PR
Nigeria,4,2008,CL
Nigeria,PF,2008,Status
Nigeria,5,2009,PR
Nigeria,4,2009,CL
Nigeria,PF,2009,Status
Nigeria,4,2010,PR
