"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","ad_purpose_codes","ad_purpose_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"38740","1","China donates $1.5m in flood relief supplies to Thailand (linked to #38738)","","start-actual","","end-actual","China","CHN","Thailand","THA","720","Emergency Response","","","Completion"," "," ","",""
"38743","1","EXIMbank concessionary loan for the Multipurpose Dam Development Project in Battambang (Linked to Project ID#32199)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","230","Energy Generation and Supply","","","Implementation","2012","2012","105182692.5",""
"38749","1","China provides grant for the Rehabilitation of the Chau Say Tevoda Temple of Angkor (Linked to Project ID#32062)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","160","Other Social Infrastructure and Services","","","Completion","2008","2008","893315.5816",""
"38771","1","China provides loan for Stung Chikreng Water Resources Development Project (Phase I) in Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","","","Implementation","2013","2013","46113613.23",""
"38772","1","China donates office equipment and vehicle to Cambodian Senate","2008-09-01","start-actual","2008-12-30","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion","2008","2008","200014.3463",""
"38774","1","China Provides Electronic Library to the Royal Academy of Cambodia","2009-01-16","start-actual","2009-05-31","end-actual","China","CHN","Cambodia","KHM","110","Education","","","Completion","2008","2009","111470.0643",""
"38778","1","Chinese Government Grants 72 Scholarships for AY 2014-2015","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","","","Completion"," "," ","",""
"38779","1","Chinese Government Grants Scholarships for AY 2013-2014","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","","","Completion"," "," ","",""
"38780","1","7th Cambodia-China Friendship (Koh Thom) Bridge","2013-03-25","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Implementation","2013","2013","20684639.61",""
"38781","1","Chinese Government Grants 56 Scholarships for AY 2012-2013","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","","","Completion"," "," ","",""
"38785","1","EXIM Bank concessional loan for Rehabilitation of NR62 (Tbeng Meanchey – Preas Vihear) & NR210","2008-04-05","start-actual","2011-06-24","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Completion","2008","2011","79729856.67",""
"38787","1","Chinese Government Grants 45 Scholarships for AY 2011-2012","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","","","Completion"," "," ","",""
"38789","1","Chinese Government Grants 54 Scholarships for AY 2010-2011","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","","","Completion"," "," ","",""
"38790","1","Chinese Government Grants 24 Scholarships for AY 2009-2010","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","","","Completion"," "," ","",""
"38793","1","China provides poverty alleviation assistance to Kampong Cham and Takéo Province","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","","","Completion"," "," ","",""
"38795","1","China Provides Loan for Project of National Road 1577 in Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Implementation","2014","2014","36301400.0",""
"38800","1","China provides Laos debt relaxation grant","","start-actual","","end-actual","China","CHN","Laos","LAO","600","Action Relating to Debt","","","Completion","2006","2006","82803277.02",""
"38815","1","China Provides Loan for Staung River Basin Water Resources Development Project Phase I ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","","","Implementation","2013","2013","54133015.17",""
"38817","1","Chinese Language Teaching Volunteers for AY 2014-2015","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","","","Implementation"," "," ","",""
"38818","1","Chinese Language Teaching Volunteers for AY 2013-2014 ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","","","Completion"," "," ","",""
"38819","1","Chinese Language Teaching Volunteers for AY 2012-2013","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","","","Completion"," "," ","",""
"38820","1","Chinese Language Teaching Volunteers for AY 2011-2012","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","","","Completion"," "," ","",""
"38821","1","Chinese Language Teaching Volunteers for AY 2010-2011 ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","","","Completion"," "," ","",""
"38824","1","China's Sichuan Province donates agricultural supplies to Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","","","Completion","2010","2010","185834.6685",""
"38832","1","CRCC wins 579 million USD contract to construct the Rurrenabaque-Riberalta Highway Project [Linked to #36350]","","start-actual","","end-actual","China","CHN","Bolivia","BOL","210","Transport and Storage","","","Implementation","2014","2014","492000000.0",""
"38843","1","Traditional Chinese Physicians to Give Free Medical Consultation","","start-actual","","end-actual","China","CHN","Cambodia","KHM","120","Health","","","Completion"," "," ","",""
"38846","1","Donation of well-drilling equipment","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","","","Completion","2008","2008","99257.28684",""
"38851","1","1st Cambodia-China Friendship (Sekong) Bridge (linked to #32077)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","","","Completion"," "," ","",""
"38854","1","China donates machinery to Cambodian King's Working Group","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","","","Completion"," "," ","",""
"38876","1","China donates 104 police motorcycles to Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion"," "," ","",""
"38884","1","China donates 1 million RMB worth of supplies to Cambodian King's Working Group","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","","","Completion","2001","2001","274772.2467",""
"38887","1","China provides material assistance to Cambodian King's Working Group","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","","","Completion"," "," ","",""
"38889","1","China donates construction machinery to Cambodian King's Working Group","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","","","Completion","2004","2004","498147.9497",""
"38900","1","Traditional Chinese Physicians Give Free Medical Consultation in Cambodia (linked to #38901)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","120","Health","","","Completion"," "," ","",""
"38901","1","Traditional Chinese Physicians Give Free Medical Consultation in Laos (linked to #38900) ","","start-actual","","end-actual","China","CHN","Laos","LAO","120","Health","","","Completion"," "," ","",""
"38903","1","Traditional Chinese Physicians Give Free Medical Consultation (linked to #38905 and #38907)","2005-07-10","start-actual","2005-08-01","end-actual","China","CHN","South Asia, regional","Unspecified","120","Health","","","Completion","2005","2005","",""
"38904","1","Hong Kong, Sun Wah Group signs MOUs with Hanoi National University","","start-actual","","end-actual","China","CHN","Viet Nam","VNM","110","Education","","","Completion"," "," ","",""
"38906","1","Traditional Chinese Physicians Give Free Medical Consultation in Thailand","","start-actual","","end-actual","China","CHN","Thailand","THA","120","Health","","","Completion"," "," ","",""
"38907","1","Traditional Chinese Physicians Give Free Medical Consultation in Myanmar (linked to #38843 and #38903","","start-actual","2009-01-09","end-actual","China","CHN","Myanmar","MMR","120","Health","","","Completion","2009","2009","",""
"38908","1","Traditional Chinese Physicians Give Free Medical Consultations in Thailand","","start-actual","","end-actual","China","CHN","Thailand","THA","120","Health","","","Completion"," "," ","",""
"38918","1","Chinese embassy donates US$5000 to victims of Agent Orange in Vietnam ","","start-actual","","end-actual","China","CHN","Viet Nam","VNM","120","Health","","","Completion","2011","2011","5551.933612",""
"38926","1","Chinese Ministry donates computers to Vietnamese Ministry","","start-actual","","end-actual","China","CHN","Viet Nam","VNM","150","Government and Civil Society","","","Completion"," "," ","",""
"38929","1","China lends help for search and rescue efforts for Vietnamese fishermen","","start-actual","","end-actual","China","CHN","Viet Nam","VNM","720","Emergency Response","","","Completion"," "," ","",""
"38947","1","Chinese Premier donates teaching tools and computers to students in Myanmar","","start-actual","2014-11-14","end-actual","China","CHN","Myanmar","MMR","110","Education","","","Completion","2014","2014","",""
"38955","1","China donates 120 million Kyat to Myanmar school","2014-03-07","start-actual","2014-03-07","end-actual","China","CHN","Myanmar","MMR","110","Education","","","Completion","2014","2014","121908.3905",""
"38956","1","China donates commemorative stamps to mark 50th anniversary of diplomatic ties with Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","","","Completion"," "," ","",""
"38957","1","China donates office supplies to FUNCINPEC Party","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","","","Completion"," "," ","",""
"38958","1","China donates 120 million Kyat and rice for the construction of schools in Myanmar (2013)","","start-actual","","end-actual","China","CHN","Myanmar","MMR","110","Education","","","Completion","2013","2013","130739.249",""
"38960","1","China donates $13,500 worth of office supplies to Laos National University","","start-actual","","end-actual","China","CHN","Laos","LAO","110","Education","","","Completion","2011","2011","14990.22075",""
"38964","1","China donates one ambulance to Laos charity","","start-actual","","end-actual","China","CHN","Laos","LAO","120","Health","","","Completion"," "," ","",""
"38966","1","China donates a total of $110,000 to new public school in Laos","2013-04-11","start-actual","2013-04-11","end-actual","China","CHN","Laos","LAO","110","Education","","","Completion","2012","2013","116535.8244",""
"38968","1","Chinese Red Cross donates $50000 to fight dengue in Laos","","start-actual","","end-actual","China","CHN","Laos","LAO","120","Health","","","Completion","2013","2013","50855.96085",""
"38976","1","China donates USD 60,000 to Myanmar earthquake hit areas","","start-actual","","end-actual","China","CHN","Myanmar","MMR","720","Emergency Response","","","Completion","2012","2012","63564.99512",""
"38978","1","Chinese Red Cross donates USD 50,000 for Myanmar's flood victims","","start-actual","2012-09-15","end-actual","China","CHN","Myanmar","MMR","720","Emergency Response","","","Completion","2012","2012","52970.82927",""
"38979","1","China National Acrobatic Troupe donates to libraries in Myanmar ","2012-07-21","start-actual","2012-07-21","end-actual","China","CHN","Myanmar","MMR","110","Education","","","Completion","2012","2012","",""
"38982","1","Chinese Red Cross donates USD 50,000 to Myanmar's quake victims (2011) ","","start-actual","2011-04-11","end-actual","China","CHN","Myanmar","MMR","720","Emergency Response","","","Completion","2011","2011","55519.33612",""
"38983","1","China donates USD 500, 000 in cash for earthquake relief in Myanmar","","start-actual","2011-03-25","end-actual","China","CHN","Myanmar","MMR","720","Emergency Response","","","Completion","2011","2011","",""
"38984","1","China donates technical equipment to Chinese schools in Yangon, Myanmar","","start-actual","2010-08-12","end-actual","China","CHN","Myanmar","MMR","110","Education","","","Completion","2010","2010","",""
"38985","1","China donates to Myanmar's orphanage ","2009-09-23","start-actual","2009-09-23","end-actual","China","CHN","Myanmar","MMR","150","Government and Civil Society","","","Completion","2009","2009","",""
"38986","1","China donates 56 million Yuan in technical aid to cyclone-hit Myanmar","","start-actual","2009-03-16","end-actual","China","CHN","Myanmar","MMR","720","Emergency Response","","","Completion","2009","2009","11128714.95",""
"38987","1","Chinese embassy donates computers and audio-visual equipment to Myanmar schools","","start-actual","2009-01-23","end-actual","China","CHN","Myanmar","MMR","110","Education","","","Completion","2009","2009","14933.45884",""
"39075","1","First Confucius Institute in Bolivia opened at the University of San Simon","","start-actual","","end-actual","China","CHN","Bolivia","BOL","110","Education","","","Completion"," "," ","",""
"39084","1","Establishment of Confucius Institute in Medellin","","start-actual","","end-actual","China","CHN","Colombia","COL","110","Education","","","Completion"," "," ","",""
"39085","1","Establishment of Confucius Institute in San Francisco University of Quito","","start-actual","","end-actual","China","CHN","Ecuador","ECU","110","Education","","","Completion"," "," ","",""
"39086","1","Establishment of Confucius Institute in Catholic University of Peru","","start-actual","","end-actual","China","CHN","Peru","PER","110","Education","","","Completion"," "," ","",""
"39089","1","Establishment of Confucius Institute in Ricardo Palma University","","start-actual","","end-actual","China","CHN","Peru","PER","110","Education","","","Completion"," "," ","",""
"39090","1","Establishment of Confucius Institute in University of Piura","","start-actual","","end-actual","China","CHN","Peru","PER","110","Education","","","Completion"," "," ","",""
"39145","1","China's Red Cross 300,000 USD cash grant for tsunami relief","","start-actual","","end-actual","China","CHN","Thailand","THA","720","Emergency Response","","","Completion","2005","2005","589450.2121",""
"39147","1","China donates US$50,000 in emergency cash aid for Vietnamese flood victims (Linked to Project ID#34203)","","start-actual","","end-actual","China","CHN","Viet Nam","VNM","720","Emergency Response","","","Completion","2000","2000","116065.8214",""
"39157","1","China loosens repayment terms for 50 billion USD in oil-backed loans made to Venezuela since 2007","","start-actual","","end-actual","China","CHN","Venezuela","VEN","430","Other","","","Completion"," "," ","",""
"39170","1","China grants Peru USD11.5M for economic cooperation","","start-actual","","end-actual","China","CHN","Peru","PER","998","Unallocated / Unspecified","","","Implementation","2014","2014","11500000.0",""
"39178","1","China finances 200m USD Vaico Irrigation Project ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","","","Implementation","2013","2013","203423843.4",""
"39186","1","Chinese Embassy in Myanmar donates 1,865,400 kyat for tsunami relief (linked to #34136 #39187)","","start-actual","2005-01-07","end-actual","China","CHN","Myanmar","MMR","720","Emergency Response","","","Completion","2005","2005","629958.0983",""
"39187","1","Chinese government donates 200,000 USD for tsunami relief (linked to #34136 #39186)","","start-actual","2005-01-07","end-actual","China","CHN","Myanmar","MMR","720","Emergency Response","","","Completion","2005","2005","392966.8081",""
"39244","1","Chinase Embassy donates school supplies and teaching equipment to Myanmar (linked to #38980)","","start-actual","2011-11-23","end-actual","China","CHN","Myanmar","MMR","110","Education","","","Completion","2011","2011","",""
"39281","1","China commits a loan of $240 million to Ecuador to set up security service ECU 911","","start-actual","","end-actual","China","CHN","Ecuador","ECU","150","Government and Civil Society","","","Completion","2012","2012","254259980.5",""
"39332","1","China donates Sakyamuni tooth-relic stupa replica to Nay Pyi Taw, Myanmar (linked to #39333 and #34228)","2012-02-22","start-actual","2013-06-21","end-actual","China","CHN","Myanmar","MMR","160","Other Social Infrastructure and Services","","","Completion","2012","2013","",""
"39333","1","China donates Sakyamuni tooth-relic stupa replica to Mandalay, Myanmar (linked to #39332 and #34228)","2012-02-22","start-actual","2013-06-21","end-actual","China","CHN","Myanmar","MMR","160","Other Social Infrastructure and Services","","","Completion","2012","2013","",""
"39341","1","China holds a 48-day enshrinement of the Buddha tooth relic in Myanmar (linked to #39347)","2011-11-06","start-actual","2011-12-24","end-actual","China","CHN","Myanmar","MMR","160","Other Social Infrastructure and Services","","","Completion","2011","2011","",""
"39347","1","China to grant Myanmar earning proceding from enshrinment of Buddha relic (linked to #39341)","2012-02-22","start-actual","","end-actual","China","CHN","Myanmar","MMR","160","Other Social Infrastructure and Services","","","Completion","2012","2012","",""
"39421","1","China Red Cross Gives 50000 USD for Flood Relief","","start-actual","","end-actual","China","CHN","Colombia","COL","720","Emergency Response","","","Completion","2008","2008","68970.46425",""
"39422","1","CITIC wins $400 million USD housing project in Caracas (linked to #37838)","","start-actual","","end-actual","China","CHN","Venezuela","VEN","160","Other Social Infrastructure and Services","","","Implementation"," "," ","",""
"39424","1","China offers $3 million USD grant for disaster relief","","start-actual","","end-actual","China","CHN","Ecuador","ECU","720","Emergency Response","","","Pipeline/identification","2002","2002","6782968.199",""
"39428","1","China EXIM extends 250 million Yuan credit line Agricultural Credit Program","","start-actual","","end-actual","China","CHN","Bolivia","BOL","310","Agriculture, Forestry, Fishing","","","Implementation","2004","2004","62268493.71",""
"39431","1","China Exim Bank gives concessional loan of 60 million USD to finance 'Gas Domiciliario 39K'","","start-actual","","end-actual","China","CHN","Venezuela","VEN","320","Industry, Mining, Construction","","","Implementation","2009","2009","81455230.03",""
"39433","1","China Donates Computers to Ministry of Education","","start-actual","","end-actual","China","CHN","Bolivia","BOL","150","Government and Civil Society","","","Implementation"," "," ","",""
"39437","1","China Provides Credit Line of 50 million RMB","","start-actual","","end-actual","China","CHN","Bolivia","BOL","998","Unallocated / Unspecified","","","Implementation","2014","2014","8138770.596",""
"35626","1","17th Chinese medical team","","start-actual","","end-actual","China","CHN","Zambia","ZMB","120","Health","","","Implementation"," "," ","",""
"35628","1","17th Chinese military medical team","","start-actual","","end-actual","China","CHN","Zambia","ZMB","120","Health","","","Completion"," "," ","",""
"40931","1","CDB provides funding for the $1.2 billion USD Zambia-Kenya-Tanzania power interconnector project","","start-actual","","end-actual","China","CHN","Africa, regional","Unspecified","230","Energy Generation and Supply","","","Pipeline/identification"," "," ","",""
"40734","1","China Donates Aid to Storm Victims in Mozambique","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","720","Emergency Response","","","Completion"," "," ","",""
"40801","1","China Exim Bank commits to loan 41M USD for the construction of a power transmission line in Zambia","","start-actual","","end-actual","China","CHN","Zambia","ZMB","230","Energy Generation and Supply","","","Implementation","2014","2014","41000000.0",""
"40893","1","China commits loan for upgrade of the Kenneth Kaunda International Airport ","","start-actual","","end-actual","China","CHN","Zambia","ZMB","210","Transport and Storage","","","Implementation","2014","2014","360000000.0",""
"40920","1","China commits to help Ghana and Zambia to develop renewable energy industries as part of the UNDP-China program","2014-09-01","start-actual","","end-actual","China","CHN","Africa, regional","Unspecified","230","Energy Generation and Supply","","","Implementation","2014","2014","",""
"40890","1","China commits to provide a $32 million USD grant to Zambia (Linked to Project ID #40889)","","start-actual","","end-actual","China","CHN","Zambia","ZMB","430","Other","","","Implementation","2014","2014","32000000.0",""
"40889","1","China commits to provide a $32 million USD loan to Zambia (Linked to Project ID #40890) ","","start-actual","","end-actual","China","CHN","Zambia","ZMB","430","Other","","","Implementation","2014","2014","32000000.0",""
"40930","1","China funds Ng’ombe Early Childhood Development Center","","start-actual","2014-11-20","end-actual","China","CHN","Zambia","ZMB","920","Support to Non-governmental Organizations (NGOs) and Government Organizations","","","Completion","2014","2014","",""
"40912","1","China sends 140 experts to investigate the Tazara Railway","","start-actual","","end-actual","China","CHN","Zambia","ZMB","210","Transport and Storage","","","Completion"," "," ","",""
"40728","1","China sends 28-person medical team to Zambia","","start-actual","","end-actual","China","CHN","Zambia","ZMB","120","Health","","","Completion"," "," ","",""
"40921","1","China sends 37 Zambian scholarship awardees to China ","","start-actual","","end-actual","China","CHN","Zambia","ZMB","110","Education","","","Completion"," "," ","",""
"36045","1","China to aid Kenya with environmental conservation","","start-actual","","end-actual","China","CHN","Kenya","KEN","410","General Environmental Protection","","","Pipeline/identification"," "," ","",""
"36043","1","China to aid Kenya's agriculture sector to boost food security (Linked to ID#36045)","","start-actual","","end-actual","China","CHN","Kenya","KEN","310","Agriculture, Forestry, Fishing","","","Pipeline/identification"," "," ","",""
"36044","1","China to aid Kenya's health sector with increased Malaria aid (Linked to #36045)","","start-actual","","end-actual","China","CHN","Kenya","KEN","120","Health","","","Pipeline/identification"," "," ","",""
"40727","0","China to construct the National Training Institute in Zambia","","start-actual","","end-actual","China","CHN","Zambia","ZMB","120","Health","","","Pipeline/identification"," "," ","",""
"40730","1","EXIM Bank Finances $133 million USD Telecom Deal in Mozambique","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","220","Communications","","","Implementation","2014","2014","133000000.0",""
"37457","1","Embassy of P. R. China Donates Teaching Devices to a Primary School in Kenya","","start-actual","","end-actual","China","CHN","Kenya","KEN","110","Education","","","Completion"," "," ","",""
"40896","1","University of Zambia receives more Confucius Institute offices","2014-06-20","start-actual","","end-actual","China","CHN","Zambia","ZMB","110","Education","","","Implementation","2014","2014","",""
"31294","1","China funds technical and economic cooperation projects with 2.8 billion KSh loan","","start-actual","","end-actual","China","CHN","Kenya","KEN","998","Unallocated / Unspecified","","","Pipeline/identification","2013","2013","33068260.65",""
"31295","1","China loans Kenya 11.8 billion KSh for Nairobi City Center high voltage network upgrade","","start-actual","","end-actual","China","CHN","Kenya","KEN","230","Energy Generation and Supply","","","Pipeline/identification","2013","2013","139359098.5",""
"30805","1","China donates equipment to Kenya to fight poaching","","start-actual","","end-actual","China","CHN","Kenya","KEN","410","General Environmental Protection","","","Completion","2013","2013","944807.4473",""
"31293","1","Development Grant to Kenya","","start-actual","","end-actual","China","CHN","Kenya","KEN","998","Unallocated / Unspecified","","","Pipeline/identification","2013","2013","16770332.19",""
"31002","1","$1.1b Loan from Exim Bank to Develop Hydropower Plants in Kenya","","start-actual","","end-actual","China","CHN","Kenya","KEN","430","Other","","","Implementation","2013","2013","1118831139.0",""
"31298","1","China loans 3.75 bil USD for Kenya's standard gauge railway ","","start-actual","","end-actual","China","CHN","Kenya","KEN","210","Transport and Storage","","","Implementation","2013","2013","3814197064.0",""
"34174","1","Construction of Anti-Malaria Center at Kenyatta Hospital in Kenya (linked to - #1290)","","start-actual","","end-actual","China","CHN","Kenya","KEN","120","Health","","","Completion"," "," ","",""
"30550","1","Huawei and SlumCode partnership to support youth and technology","","start-actual","","end-actual","China","CHN","Kenya","KEN","920","Support to Non-governmental Organizations (NGOs) and Government Organizations","","","Completion"," "," ","",""
"31066","1","Exim Bank of China loans 416.5 million USD for Beira-Machipanda road rehabilitation in Mozambique (linked to project ID: #30376, #31066, #31132, #31133, #31134, #31135, #31136, #31137, #31138) ","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","210","Transport and Storage","","","Implementation","2013","2013","423630153.9",""
"31065","1","China funds construction of residence for doctors in Mozambique","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","320","Industry, Mining, Construction","","","Implementation","2013","2013","23393741.99",""
"30391","1","$1.6 million in Medical Equipment for Maputo Central Hospital ","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","120","Health","","","Implementation","2013","2013","1627390.747",""
"31064","1","China provides 23 million USD grant for pediatric ward in Beira Central Hospital, Mozambique","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","120","Health","","","Implementation","2013","2013","23393741.99",""
"31137","1","China finances construction of road from Chimuara to Namacurra (linked to project ID:#30376, #31066, #31132, #31133, #31134, #31135, #31136, #31137, #31138)","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","210","Transport and Storage","","","Pipeline/identification","2013","2013","122054306.0",""
"31133","1","China finances construction of road from Inchope to Caia (linked to #30376, #31066, #31132, #31133, #31134, #31135, #31136, #31137, #31138) ","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","210","Transport and Storage","","","Pipeline/identification","2013","2013","199355366.5",""
"31138","1","China finances construction of road from Macossa to EN1 highway (linked to #30376, #31066, #31132, #31133, #31134, #31135, #31136, #31137, #31138) ","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","210","Transport and Storage","","","Pipeline/identification","2013","2013","120020067.6",""
"31135","1","China finances construction of road from Moamba to Manjacaze (linked to project ID: #30376, #31066, #31132, #31133, #31134, #31135, #31136, #31137, #31138) ","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","210","Transport and Storage","","","Pipeline/identification","2013","2013","183081459.1",""
"31136","1","Construction of road from Fudzi to Nhamapaza (linked to project ID: #30376, #31066, #31132, #31133, #31134, #31135, #31136, #31137, #31138)","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","210","Transport and Storage","","","Pipeline/identification","2013","2013","141379571.2",""
"31224","1","Zambia secured a $19.5-million loan to revive an ammunition factory","","start-actual","","end-actual","China","CHN","Zambia","ZMB","250","Business and Other Services","","","Pipeline/identification","2013","2013","19833824.73",""
"31329","1","China loans USD300M for Zambia L400 road","","start-actual","","end-actual","China","CHN","Zambia","ZMB","210","Transport and Storage","","","Implementation","2013","2013","305135765.1",""
"31146","1","16th Chinese military medical team","","start-actual","","end-actual","China","CHN","Zambia","ZMB","120","Health","","","Completion"," "," ","",""
"1011","1","Grant to Pay Maize Farmers (needs confirmation)- completion","","start-actual","","end-actual","China","CHN","Kenya","KEN","310","Agriculture, Forestry, Fishing","","","Completion","2002","2002","6782968.199",""
"1019","1","Debt cancellation","2001-04-01","start-actual","2001-04-01","end-actual","China","CHN","Kenya","KEN","600","Action Relating to Debt","","","Completion","2001","2001","30930596.56",""
"1025","1","Antimalaria drug donation","2003-09-13","start-actual","2003-09-13","end-actual","China","CHN","Kenya","KEN","120","Health","","","Completion","2003","2003","113200.4161",""
"1029","1","Agricultural machinery donation","2002-02-22","start-actual","","end-actual","China","CHN","Kenya","KEN","310","Agriculture, Forestry, Fishing","","","Completion","2002","2002","143556.4472",""
"1032","1","Medical equipment, contraceptive donation","2003-08-21","start-actual","2003-08-21","end-actual","China","CHN","Kenya","KEN","130","Population Policies / Programmes and Reproductive Health","","","Completion","2003","2003","51176.68865",""
"1033","1","Anti-malaria biological control (needs confirmation)","","start-actual","","end-actual","China","CHN","Kenya","KEN","120","Health","","","Completion","2002","2002","2260989.4",""
"1038","1","KUJ office equipment donation","2004-12-07","start-actual","2004-12-07","end-actual","China","CHN","Kenya","KEN","150","Government and Civil Society","","","Completion","2004","2004","",""
"1039","1","Office Equipment for Kenyan national assembly","2004-10-26","start-actual","2004-10-26","end-actual","China","CHN","Kenya","KEN","150","Government and Civil Society","","","Completion","2004","2004","130190.4003",""
"1040","1","Office equipment for Kenya national youth service","2004-09-23","start-actual","2004-09-23","end-actual","China","CHN","Kenya","KEN","150","Government and Civil Society","","","Completion","2004","2004","51538.3931",""
"1042","1","Construction of Confucius Institute at University of Nairobi","2004-06-22","start-actual","2005-12-19","end-actual","China","CHN","Kenya","KEN","110","Education","","","Completion","2004","2005","781142.402",""
"1043","1"," KPLC Power generation expansion","","start-actual","","end-actual","China","CHN","Kenya","KEN","230","Energy Generation and Supply","","","Implementation","2005","2005","49120851.01",""
"1046","1","Radio station to promote Chinese culture","","start-actual","2006-02-27","end-actual","China","CHN","Kenya","KEN","160","Other Social Infrastructure and Services","","","Completion","2006","2006","",""
"1065","1","Wireless telephone contract","","start-actual","","end-actual","China","CHN","Kenya","KEN","220","Communications","","","Implementation","2005","2005","47156016.97",""
"1066","1","Various development projects","","start-actual","","end-actual","China","CHN","Kenya","KEN","998","Unallocated / Unspecified","","","Implementation","2005","2005","5201130.831",""
"108","1","China finances Kipsigak-Serem-Shamakhokho road project","","start-actual","2002-10-01","end-actual","China","CHN","Kenya","KEN","210","Transport and Storage","","","Completion","2001","2002","43423168.52",""
"1102","1","China Seals Deals and Gives Small Cash gift of Mozambique","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","998","Unallocated / Unspecified","","","Completion","2004","2004","7421528.606",""
"1108","1","China 'relaxes' some of Mozambique's debt","","start-actual","","end-actual","China","CHN","Mozambique","MOZ","600","Action Relating to Debt","","","Implementation","2005","2005","14736255.3",""
"1111","1","China Supports Drought Victims","","start-actual","2005-12-19","end-actual","China","CHN","Mozambique","MOZ","720","Emergency Response","","","Completion","2005","2005","1964834.04",""
"1112","1","Road construction package","2007-04-26","start-actual","","end-actual","China","CHN","Kenya","KEN","210","Transport and Storage","","","Implementation","2007","2007","134614731.1",""
"1119","1","Chinese Donation for Interior Ministry","","start-actual","2005-03-02","end-actual","China","CHN","Mozambique","MOZ","150","Government and Civil Society","","","Completion","2005","2005","5894502.121",""
"1129","1","Scholarship to Kenyan girl","2005-07-03","start-actual","","end-actual","China","CHN","Kenya","KEN","110","Education","","","Completion","2005","2005","",""
"1133","1","China provides interest-free loan to Kenya for resettlement of refugees","","start-actual","","end-actual","China","CHN","Kenya","KEN","720","Emergency Response","","","Implementation","2008","2008","9970386.032",""
"1134","1","Famine relief fund","2009-02-24","start-actual","2009-02-24","end-actual","China","CHN","Kenya","KEN","720","Emergency Response","","","Completion","2009","2009","4072761.501",""
"1140","1","Nairobi-Thika road improvement and extension","","start-actual","","end-actual","China","CHN","Kenya","KEN","210","Transport and Storage","","","Implementation","2008","2008","148091872.0",""
"1149","1","Truck and tractor donation","2009-10-18","start-actual","2009-10-18","end-actual","China","CHN","Kenya","KEN","310","Agriculture, Forestry, Fishing","","","Completion","2009","2009","",""
"1154","1","Infrastructure development","","start-actual","","end-actual","China","CHN","Kenya","KEN","998","Unallocated / Unspecified","","","Pipeline/identification","2009","2009","10530460.37",""
