all_recipients,crs_sector_name,flow,flow_class,funding_agency,intent,location_details,latitude,longitude,place_name,year,project_title,recipient_condensed,round_coded,aid_amount,predicted_by_modeling,aid_in_millions
Tanzania,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Chalinze,-6.21667,38.4,Mandera,2000,China Grants 10.4 billion TSH for Chalinze Water Supply Infrastructure Phase 1 (linked to #230 and #30017),Tanzania,EcologicallySensitive,30150863,FALSE,30.150863
Tanzania,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Chalinze,-6.45,38.33333,Lugoba,2000,China Grants 10.4 billion TSH for Chalinze Water Supply Infrastructure Phase 1 (linked to #230 and #30017),Tanzania,EcologicallySensitive,30150863,FALSE,30.150863
Tanzania,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Chalinze,-9.9,38.36667,Kihangara,2000,China Grants 10.4 billion TSH for Chalinze Water Supply Infrastructure Phase 1 (linked to #230 and #30017),Tanzania,EcologicallySensitive,30150863,FALSE,30.150863
Tanzania,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Chalinze,-6.63784,38.35396,Chalinze,2000,China Grants 10.4 billion TSH for Chalinze Water Supply Infrastructure Phase 1 (linked to #230 and #30017),Tanzania,EcologicallySensitive,30150863,FALSE,30.150863
Tanzania,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Chalinze,0,0,Tanzania,2000,China Grants 10.4 billion TSH for Chalinze Water Supply Infrastructure Phase 1 (linked to #230 and #30017),Tanzania,EcologicallySensitive,30150863,FALSE,30.150863
Benin,Transport and Storage,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Cotonou,6.38948,2.34581,Godomè,2008,An overpass project in Cotonou,Benin,ChinatoAfrica,31750906,FALSE,31.750906
Benin,Transport and Storage,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Cotonou,6.36536,2.41833,Cotonou,2008,An overpass project in Cotonou,Benin,ChinatoAfrica,31750906,FALSE,31.750906
Botswana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-24,25,Kweneng District,2003,"China loans 200 million RMB for Letlhakeng-Kang road, Phase 1",Botswana,ChinatoAfrica,53238709,FALSE,53.238709
Botswana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-25,22,Kgalagadi District,2003,"China loans 200 million RMB for Letlhakeng-Kang road, Phase 1",Botswana,ChinatoAfrica,53238709,FALSE,53.238709
Botswana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-24.09442,25.02977,Letlhakeng,2003,"China loans 200 million RMB for Letlhakeng-Kang road, Phase 1",Botswana,ChinatoAfrica,53238709,FALSE,53.238709
Botswana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-23.67518,22.78762,Kang,2003,"China loans 200 million RMB for Letlhakeng-Kang road, Phase 1",Botswana,ChinatoAfrica,53238709,FALSE,53.238709
Ghana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,5.65613,-0.26864,Ofako,2003,China Exim Bank loans Ghana $28 million for construction of Ofankor-Nsawam highway,Ghana,ChinatoAfrica,61692225,FALSE,61.692225
Ghana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,5.80893,-0.35026,Nsawam,2003,China Exim Bank loans Ghana $28 million for construction of Ofankor-Nsawam highway,Ghana,ChinatoAfrica,61692225,FALSE,61.692225
Ghana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,5.55602,-0.1969,Accra,2003,China Exim Bank loans Ghana $28 million for construction of Ofankor-Nsawam highway,Ghana,ChinatoAfrica,61692225,FALSE,61.692225
Ghana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,6.68848,-1.62443,Kumasi,2003,China Exim Bank loans Ghana $28 million for construction of Ofankor-Nsawam highway,Ghana,ChinatoAfrica,61692225,FALSE,61.692225
Ghana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,5.852,-0.277,Akuapim South,2003,China Exim Bank loans Ghana $28 million for construction of Ofankor-Nsawam highway,Ghana,ChinatoAfrica,61692225,FALSE,61.692225
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",10.06069,-2.50192,Wa,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica,55182330,FALSE,55.18233
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",9.40079,-0.8393,Tamale,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica,55182330,FALSE,55.18233
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",7.33991,-2.32676,Sunyani,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica,55182330,FALSE,55.18233
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",4.934,-1.7137,Sekondi-Takoradi,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica,55182330,FALSE,55.18233
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",6.09408,-0.25913,Koforidua,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica,55182330,FALSE,55.18233
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",6.60084,0.4713,Ho,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica,55182330,FALSE,55.18233
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",6.68848,-1.62443,Kumasi,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica,55182330,FALSE,55.18233
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",5.10535,-1.2466,Cape Coast,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica,55182330,FALSE,55.18233
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",10.78556,-0.85139,Bolgatanga,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica,55182330,FALSE,55.18233
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",0,0,Ghana,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica,55182330,FALSE,55.18233
"Congo, Dem. Rep.",Communications,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Kinshasa, Moanda",-5.92752,12.37148,Moanda,2008,National Fiber-Optic Transmission Phase one,"Congo, Dem. Rep.",EcologicallySensitive,48618576,FALSE,48.618576
"Congo, Dem. Rep.",Communications,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Kinshasa, Moanda",-5.52764,19.84604,Moanda,2008,National Fiber-Optic Transmission Phase one,"Congo, Dem. Rep.",EcologicallySensitive,48618576,FALSE,48.618576
"Congo, Dem. Rep.",Communications,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Kinshasa, Moanda",-4.32758,15.31357,Kinshasa,2008,National Fiber-Optic Transmission Phase one,"Congo, Dem. Rep.",EcologicallySensitive,48618576,FALSE,48.618576
"Congo, Dem. Rep.",Communications,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Kinshasa, Moanda",-4.47223,15.8836,Kinshasa,2008,National Fiber-Optic Transmission Phase one,"Congo, Dem. Rep.",EcologicallySensitive,48618576,FALSE,48.618576
"Congo, Dem. Rep.",Communications,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Kinshasa, Moanda",-5.80893,12.63006,Moanda,2008,National Fiber-Optic Transmission Phase one,"Congo, Dem. Rep.",EcologicallySensitive,48618576,FALSE,48.618576
Niger,Transport and Storage,Loan (excluding debt rescheduling),OOF-like,"China Ministry of Commerce, Government Agency",Mixed,Niamey,13.51366,2.1098,Niamey,2006,China funds construction of bridge to cross Niger River in Niamey,Niger,ChinatoAfrica,73576440,FALSE,73.57644
Senegal,Energy Generation and Supply,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,14.6937,-17.44406,Dakar,2007,China constructs power transmission lines,Senegal,ChinatoAfrica,79156652,FALSE,79.156652
Senegal,Energy Generation and Supply,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,0,0,Senegal,2007,China constructs power transmission lines,Senegal,ChinatoAfrica,79156652,FALSE,79.156652
Senegal,Government and Civil Society,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Development,unknown,0,0,Senegal,2005,China assists Senegal in building e-government network,Senegal,ChinatoAfrica,196412718,FALSE,196.412718
"Congo, Rep.",Transport and Storage,Vague TBD,Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,Ollombo,-1.2653,15.89996,Olombo,2007,"Construction of terminals, tower and power control center at Ollombo Airport","Congo, Rep.",ChinatoAfrica,91141786,FALSE,91.141786
"Congo, Rep.",Transport and Storage,Vague TBD,Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,Ollombo,-1.21879,15.91421,Oyo Ollombo Airport,2007,"Construction of terminals, tower and power control center at Ollombo Airport","Congo, Rep.",ChinatoAfrica,91141786,FALSE,91.141786
Mauritius,Water Supply and Sanitation,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,0,0,Mauritius,2007,China granted 480 billion CNY for the sewer netwok LOT2 project ,Mauritius,ChinatoAfrica,102689710,FALSE,102.68971
Central African Rep.,Communications,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,unknown,0,0,Central African Republic,2005,China funds and implements installation for mobile and fixed networks,Central African Rep.,ChinatoAfrica,132539308,FALSE,132.539308
Sudan,Energy Generation and Supply,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,unknown,0,0,Sudan,2006,China Exim Bank loans Sudan $81 million for construction of NEC transmission line,Sudan,ChinatoAfrica,148992290,FALSE,148.99229
Ghana,Energy Generation and Supply,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Development,unknown,0,0,Ghana,2006,China provides loans of a total of 162 million USD for rural electricity of Ghana,Ghana,ChinatoAfrica,297984581,FALSE,297.984581
Angola,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency; China Construction Bank, State-owned Company",Development,unknown,-8.91666,13.33924,Luanda Province,2002,Rehabilitation of Luanda Railway,Angola,ChinatoAfrica,203415860,FALSE,203.41586
Angola,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency; China Construction Bank, State-owned Company",Development,unknown,-8.83682,13.23432,Luanda,2002,Rehabilitation of Luanda Railway,Angola,ChinatoAfrica,203415860,FALSE,203.41586
"Congo, Rep.",Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Brazzaville,-4.26613,15.28318,Brazzaville,2007,China Extends $180 million USD for Rehabilitation of Brazzaville Airport (Maya-Maya international airport),"Congo, Rep.",ChinatoAfrica,292955741,FALSE,292.955741
"Congo, Rep.",Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Brazzaville,-4.2517,15.25303,Maya-Maya Airport,2007,China Extends $180 million USD for Rehabilitation of Brazzaville Airport (Maya-Maya international airport),"Congo, Rep.",ChinatoAfrica,292955741,FALSE,292.955741
Nigeria,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,0,0,Nigeria,2002,China funds Nigeria's National Rural Telephony Project (NRPT) Phase 1 and 2,Nigeria,ChinatoAfrica,452035245,FALSE,452.035245
Sudan,Communications,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Commercial,unknown,0,0,Sudan,2005,China funds $200 million for purchase of communication equipement,Sudan,ChinatoAfrica,392825436,FALSE,392.825436
Mauritania,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Nouakchott,18.08581,-15.9785,Nouakchott,2005,Construction of a new international airport at Nouakchott,Mauritania,ChinatoAfrica,267121297,FALSE,267.121297
Nigeria,Energy Generation and Supply,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Commercial,Ogun,6.88672,3.19788,Papalanto,2005,China loans $297.8 million USD for Papalanto Power Gas Turbine Power Plant Phase II,Nigeria,ChinatoAfrica,584818868,FALSE,584.818868
Sudan,Energy Generation and Supply,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,longitude 32 E and latitude 19 N,18.48333,31.81667,Marawī,2003,China provided a loan to Sudan for Hydro-Mechanic Components of the Merowe hydroelectric power station,Sudan,ChinatoAfrica,1143509457,FALSE,1143.509457
Sudan,Energy Generation and Supply,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,longitude 32 E and latitude 19 N,18.66889,32.05028,Merowe Dam,2003,China provided a loan to Sudan for Hydro-Mechanic Components of the Merowe hydroelectric power station,Sudan,ChinatoAfrica,1143509457,FALSE,1143.509457
Ghana,Energy Generation and Supply,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Bui,7.75,-1.5,Brong-Ahafo,2007,Bui Dam Complex (linked to project ID #30801),Ghana,ChinatoAfrica,475239313,FALSE,475.239313
