all_recipients,crs_sector_name,flow,flow_class,funding_agency,intent,location_details,latitude,longitude,place_name,year,project_title,recipient_condensed,round_coded,aid_amount,predicted_by_modeling
Tanzania,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Pemba Island, Unguja Island",-6.16667,39.33333,Zanzibar Island,2010,Chinese Medical Team deployed in Unguja and Pemba islands,Tanzania,EcologicallySensitive,6021739.613333332,True
Tanzania,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Pemba Island, Unguja Island",-5.16667,39.8,Pemba Island,2010,Chinese Medical Team deployed in Unguja and Pemba islands,Tanzania,EcologicallySensitive,6121955.033333332,True
Sudan,Transport and Storage,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Ed Daein, East Darfur ",11.16667,26.5,Eastern Darfur,2013,Chinese UN peacekeepers construct China-Sudan Friendship Road in Sudan,Sudan,AdditionalCoded,6313239.253333333,True
Sudan,Transport and Storage,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Ed Daein, East Darfur ",11.46186,26.12583,Ed Daein,2013,Chinese UN peacekeepers construct China-Sudan Friendship Road in Sudan,Sudan,AdditionalCoded,6107342.42,True
Sudan,Transport and Storage,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Ed Daein, East Darfur ",11.40333,26.11914,Ed Daein Airport,2013,Chinese UN peacekeepers construct China-Sudan Friendship Road in Sudan,Sudan,AdditionalCoded,6532362.013333334,True
"Congo, Dem. Rep.",Government and Civil Society,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,DR Congo,2013,16th Chinese peacekeeping force ,"Congo, Dem. Rep.",AdditionalCoded,16995779.5,True
Liberia,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,John F. Kennedy Medical Center in Sinkor,6.2868900000000005,-10.77364,Kennedy Memorial Hospital,2007,2nd medical team to Liberia,Liberia,AdditionalCoded,7786047.586666668,True
Liberia,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,John F. Kennedy Medical Center in Sinkor,6.2868900000000005,-10.77364,Kennedy Memorial Hospital,2009,3rd medical team to Liberia,Liberia,AdditionalCoded,7786047.586666668,True
Liberia,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,John F. Kennedy Medical Center in Sinkor,6.2868900000000005,-10.77364,Kennedy Memorial Hospital,2013,5th medical team to Liberia ,Liberia,AdditionalCoded,7782994.513333334,True
Liberia,Government and Civil Society,Free-standing technical assistance,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Mixed,Monrovia,0.0,0.0,Liberia,2013,Deployment of 140 riot police,Liberia,AdditionalCoded,8024210.26,True
Liberia,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,6.29849,-10.79631,Ministry of Foreign Affairs,2013,Donation of computers and printers,Liberia,AdditionalCoded,1453229.9466666668,True
"Congo, Rep.",Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Brazzaville, Pointe-Noire",-4.29611,13.850829999999998,Loutété,2013,China provided loans for the construction of 300 mile road between Brazzaville and Pointe-Noire,"Congo, Rep.",AdditionalCoded,46604002.25333333,True
"Congo, Rep.",Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Brazzaville, Pointe-Noire",-4.35,12.35,Sinansinga,2013,China provided loans for the construction of 300 mile road between Brazzaville and Pointe-Noire,"Congo, Rep.",AdditionalCoded,47353152.30666666,True
"Congo, Rep.",Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Brazzaville, Pointe-Noire",-4.26613,15.283179999999998,Brazzaville,2013,China provided loans for the construction of 300 mile road between Brazzaville and Pointe-Noire,"Congo, Rep.",AdditionalCoded,53457630.98,True
"Congo, Rep.",Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Brazzaville, Pointe-Noire",-4.77609,11.86352,Pointe-Noire,2013,China provided loans for the construction of 300 mile road between Brazzaville and Pointe-Noire,"Congo, Rep.",AdditionalCoded,69788677.99333334,True
"Congo, Rep.",Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Brazzaville, Pointe-Noire",-4.19834,12.66664,Dolisie,2013,China provided loans for the construction of 300 mile road between Brazzaville and Pointe-Noire,"Congo, Rep.",AdditionalCoded,47353152.30666666,True
"Congo, Rep.",Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Brazzaville, Pointe-Noire",-4.36139,14.76444,Kinkala,2013,China provided loans for the construction of 300 mile road between Brazzaville and Pointe-Noire,"Congo, Rep.",AdditionalCoded,47353152.30666666,True
"Congo, Rep.",Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Brazzaville,-4.27629,15.248,Marien Ngouabi University,2012,Confucius Institute at Marien Ngouabi University,"Congo, Rep.",AdditionalCoded,9291074.753333334,True
Angola,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Huambo,-12.5,15.666670000000002,Huambo,2012,"China constructs Angola-China Friendship School (primary) in Huambo Province, Angola",Angola,AdditionalCoded,2241827.666666666,True
Botswana,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Botswana,2011,Chinese ophthalmologists perform 200 cataract operations in Botswana (linked to #30844),Botswana,AdditionalCoded,3982011.5,True
Benin,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Cotonou,7.182860000000002,1.99119,Abomey,2013,Funding Construction of Technical School,Benin,AdditionalCoded,12270088.873333333,True
Benin,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Cotonou,6.36536,2.41833,Cotonou,2013,Two Sweepers Donated to Cotonou,Benin,AdditionalCoded,4425506.933333334,True
Ethiopia,Education,Scholarships/training in the donor country,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,Addis Ababa,9.04667,38.75917000000001,Addis Ababa University,2013,China starts scholarship program for students at Addis Ababa University,Ethiopia,AdditionalCoded,8939057.72,True
Eritrea,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,15.33805,38.93184,Asmara,2013,Confucius Institute opens in Asmara,Eritrea,AdditionalCoded,8583678.473333333,True
Eritrea,Other Social infrastructure and services,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,0.0,0.0,Eritrea,2013,China donates commemorative stamps to Eritrea,Eritrea,AdditionalCoded,96673.64,True
Ghana,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Ghana,2013,Scholarships for the 2013-2014 Academic Year,Ghana,AdditionalCoded,11236542.326666666,True
Egypt,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Mixed,"Shibin-al-Kawm, Minufiya",30.53899,31.01828,Free Egypt Experiment School,2009,Chinese government established the Freedom Experimental School,Egypt,AdditionalCoded,3056755.1333333333,True
Madagascar,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-18.91368,47.53613,Antananarivo,2013,China Donates Computers to CENIT in Madagascar,Madagascar,AdditionalCoded,71120.39333333333,True
Madagascar,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-18.80198,48.25968,Moramanga District,2013,China Donates Computers to CENIT in Madagascar,Madagascar,AdditionalCoded,70123.40666666666,True
Madagascar,Government and Civil Society,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-18.94948,48.23007,Moramanga,2013,China sends electoral monitors to assist Madagascar's elections ,Madagascar,AdditionalCoded,2025347.7866666662,True
Madagascar,Government and Civil Society,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-18.91368,47.53613,Antananarivo,2013,China sends electoral monitors to assist Madagascar's elections ,Madagascar,AdditionalCoded,5046938.78,True
Malawi,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-15.64732,34.93956,Blantyre District,2012,China Donates 600 Boreholes to Malawi,Malawi,AdditionalCoded,3089501.52,True
Malawi,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Malawi,2012,China Donates 600 Boreholes to Malawi,Malawi,AdditionalCoded,3123518.953333333,True
Nigeria,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Abuja,9.05785,7.4950800000000015,Abuja,2013,"China Library launched in Abuja, Nigeria",Nigeria,AdditionalCoded,13329268.773333332,True
"Congo, Rep.",Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Brazzaville,-4.26613,15.283179999999998,Brazzaville,2013,"Chinese first lady donates toys, schoolbags, and computers to Congolese orphanage","Congo, Rep.",AdditionalCoded,205730.82,True
"Congo, Rep.",Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Brazzaville,-4.77609,11.86352,Pointe-Noire,2013,22nd Chinese medical team ,"Congo, Rep.",AdditionalCoded,23192177.13333333,True
"Congo, Rep.",Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Brazzaville,-4.2632,15.22689,Hopital Sino-Congolaise de Mfilou,2013,22nd Chinese medical team ,"Congo, Rep.",AdditionalCoded,22057586.24,True
Namibia,Education,Grant,OOF-like,"Confucius Institute, Government Agency",Representational,Windhoek,-22.611,17.05837,University of Namibia,2013,China Establishes Confucius Institute at University of Namibia,Namibia,AdditionalCoded,4619083.073333333,True
Namibia,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Windhoek,-22.611,17.05837,University of Namibia,2013,China Donates 18 Microscopes to University of Namibia,Namibia,AdditionalCoded,7832722.166666668,True
Seychelles,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-4.57504,55.43308,Glacis School,2013,China grants Seychelles money to construct primary school,Seychelles,AdditionalCoded,1387934.9733333334,True
Rwanda,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Rwanda,2013,China awards scholarships for Rwandan students to study in China ,Rwanda,EcologicallySensitive,4682591.766666667,True
Sierra Leone,Water Supply and Sanitation,Grant,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,Freetown (Four Girl's Schools),8.484,-13.22994,Freetown,2013,"China donates water filters to four girls' schools in Sierra Leone (linked to #31076, #31077)",Sierra Leone,AdditionalCoded,1298658.373333333,True
Sierra Leone,Water Supply and Sanitation,Grant,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,Freetown (Four Girl's Schools),8.47856,-13.256620000000002,Methodist Girls High School,2013,"China donates water filters to four girls' schools in Sierra Leone (linked to #31076, #31077)",Sierra Leone,AdditionalCoded,930073.74,True
Sierra Leone,Water Supply and Sanitation,Grant,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,Freetown (Four Girl's Schools),8.477089999999999,-13.2471,Freetown Senior Secondary School for Girls (FSSG),2013,"China donates water filters to four girls' schools in Sierra Leone (linked to #31076, #31077)",Sierra Leone,AdditionalCoded,1250068.613333333,True
Sierra Leone,Water Supply and Sanitation,Grant,ODA-like,"Chinese Embassy/Consulate, Government Agency",Development,Freetown (Four Girl's Schools),8.484060000000001,-13.25886,Vine Memorial Secondary School in Freetown,2013,"China donates water filters to four girls' schools in Sierra Leone (linked to #31076, #31077)",Sierra Leone,AdditionalCoded,1250068.613333333,True
Sierra Leone,Other Multisector,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,8.48681,-13.26124,Congo Town,2013,"Chinese embassy in Sierra Leone provides training for unemployed women (linked to #31075, #31077)",Sierra Leone,AdditionalCoded,3945369.48,True
Tunisia,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Jendouba; Sidi Bouzid; Kasserine; Mongi Slim Hospital in Marsa,36.86724,10.29176,Hopital Mongi Slim La Marsa,2012,20th Chinese medical team ,Tunisia,AdditionalCoded,8958379.24,True
Tunisia,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Jendouba; Sidi Bouzid; Kasserine; Mongi Slim Hospital in Marsa,36.51386,8.75799,Hospital Regional De Jendouba,2012,20th Chinese medical team ,Tunisia,AdditionalCoded,10038042.273333332,True
Tunisia,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Jendouba; Sidi Bouzid; Kasserine; Mongi Slim Hospital in Marsa,35.17532,8.79332,Hopital Regional de Kasserine,2012,20th Chinese medical team ,Tunisia,AdditionalCoded,10688281.5,True
Tunisia,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Jendouba; Sidi Bouzid; Kasserine; Mongi Slim Hospital in Marsa,35.04011,9.48421,Sidi Bouzid Regional Hospital,2012,20th Chinese medical team ,Tunisia,AdditionalCoded,6906493.46,True
Kenya,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Nairobi,-1.1941700000000002,36.65506,Muguga,2009,"China EXIM provides a loans of 13.7 billion KS for the construction of a 28.6 km bypass around Nairobi, Kenya (Umbrella - linked to #1112)",Kenya,AdditionalCoded,403249546.08,True
Kenya,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Nairobi,-1.23333,36.68333,Gitaru,2009,"China EXIM provides a loans of 13.7 billion KS for the construction of a 28.6 km bypass around Nairobi, Kenya (Umbrella - linked to #1112)",Kenya,AdditionalCoded,403249546.08,True
Kenya,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Nairobi,-1.32613,36.79107,Masai,2009,"China EXIM provides a loans of 13.7 billion KS for the construction of a 28.6 km bypass around Nairobi, Kenya (Umbrella - linked to #1112)",Kenya,AdditionalCoded,403249546.08,True
Kenya,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Nairobi,-1.29875,36.85249,Maisha,2009,"China EXIM provides a loans of 13.7 billion KS for the construction of a 28.6 km bypass around Nairobi, Kenya (Umbrella - linked to #1112)",Kenya,AdditionalCoded,403249546.08,True
Kenya,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Nairobi,-1.3330799999999998,36.71624,Karen,2009,"China EXIM provides a loans of 13.7 billion KS for the construction of a 28.6 km bypass around Nairobi, Kenya (Umbrella - linked to #1112)",Kenya,AdditionalCoded,396341984.56666666,True
Lesotho,Communications,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Lesotho,2011,China Provides Equipment and Training for a Radio & TV Network Expansion Project,Lesotho,AdditionalCoded,5026472.506666667,True
Lesotho,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Basotho,0.0,0.0,Lesotho,2013,China Grants 2013-2014 Scholarships to Basotho Students,Lesotho,AdditionalCoded,3600135.146666666,True
Mali,Government and Civil Society,Free-standing technical assistance,ODA-like,"People's Liberation Army of China, Government Agency",Development,unknown,0.0,0.0,Mali,2013,China sends Peacekeeping Troop to Mali,Mali,AdditionalCoded,12478152.326666664,True
Lesotho,Education,Free-standing technical assistance,OOF-like,"China Ministry of Culture, Government Agency",Representational,unknown,0.0,0.0,Lesotho,2012,China Provides Pottery Training Course to Lesotho,Lesotho,AdditionalCoded,10858101.3,True
"Africa, regional",Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,"South Africa, Lesotho",-25.74486,28.18783,Pretoria,2013,Performance by Students from Universities in Shanghai,"Africa, regional",AdditionalCoded,22996183.01333333,True
"Africa, regional",Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,"South Africa, Lesotho",-29.31667,27.48333,Maseru,2013,Performance by Students from Universities in Shanghai,"Africa, regional",AdditionalCoded,22996183.01333333,True
"Africa, regional",Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,"South Africa, Lesotho",-33.92584,18.42322,Cape Town,2013,Performance by Students from Universities in Shanghai,"Africa, regional",AdditionalCoded,23659325.03333333,True
Lesotho,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development, Motebang Hospital of Leribe,-28.8725,28.0511,Motebang Hospital,2011,China Sends 8th Medical Team to Lesotho,Lesotho,AdditionalCoded,7907836.066666666,True
Lesotho,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Maseru,-28.8725,28.0511,Motebang Hospital,2013,China sends 9th medical assistance team to Lesotho,Lesotho,AdditionalCoded,6135293.96,True
Mozambique,"Agriculture, Forestry and Fishing",Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,ChokuÍ© ,-24.53333,32.98333,Chokwé,2012,China provided 382 million RMB loan to build an agro-industrial complex ,Mozambique,AdditionalCoded,188179766.1266667,True
Zambia,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Lusaka,0.0,0.0,Zambia,2013,16th Chinese military medical team,Zambia,EcologicallySensitive,14713523.753333336,True
South Sudan,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Darfur,7.29983,28.4425,Mapel,2013,China builds disarmament training center in South Sudan,South Sudan,AdditionalCoded,9312693.486666666,True
Zambia,Health,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Maina Soko Military Hospital in Lusaka,-15.38359,28.33855,Maina Solo Military Hospital,2012,China supports Zambia's Maina Soko Military Hospital with equipment and assistance,Zambia,AdditionalCoded,7033330.986666666,True
Tanzania,Communications,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Zanzibar,-6.16394,39.19793,Zanzibar,2012,China Provides Training for Broadcasting Technical Staff in Zanzibar,Tanzania,EcologicallySensitive,6006800.933333334,True
Zimbabwe,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-17.73226,31.021140000000006,Zimbabwe National Defense College,2012,China donates bus and ICT equipment to National Defense of Zimbabwe,Zimbabwe,AdditionalCoded,85360328.98,True
Seychelles,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Victoria,-4.74044,55.51539,University of Seychelles,2012,Confucius Classroom at University of Seychelles,Seychelles,AdditionalCoded,1888888.7133333331,True
Comoros,Health,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Moroni,-12.16127,43.36905,University of Comores,2012,China provides materials for Confucius Classroom at University of Comoros,Comoros,AdditionalCoded,8080245.84,True
Tunisia,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Sfax,34.75,10.41667,Gouvernorat de Sfax,2009,"China opens Confucius Classroom at CRI in Sfax, Tunisia",Tunisia,AdditionalCoded,8013353.8,True
Zimbabwe,Other Social infrastructure and services,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,0.0,0.0,Zimbabwe,2013,Chinese Embassy in Zimbabwe Hosts Cultural Night,Zimbabwe,AdditionalCoded,4183881.18,True
Zimbabwe,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zimbabwe,2010,Anhui-Zimbabwean Agricultural Co-operative Program,Zimbabwe,AdditionalCoded,10212353.366666667,True
Tanzania,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Dodoma,-6.17221,35.73947000000001,Dodoma,2012,China Establishes Confucius Institute at University of Dodoma,Tanzania,EcologicallySensitive,9301475.226666668,True
Tanzania,Education,Grant,OOF-like,"Confucius Institute, Government Agency",Representational,Dar es Salaam,-6.82349,39.26951,Dar es Salaam,2013,China Establishes Confucius Institute at the University of Dar es Salaam,Tanzania,EcologicallySensitive,8360225.8,True
Tanzania,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Zanzibar,-6.16564,39.20351,Zanzibar City,2010,China Establishes Confucius Institute at Zanzibar Journalism and Mass Media College of Tanzania,Tanzania,AdditionalCoded,8048326.82,True
Senegal,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,14.68189,-17.466820000000002,Dakar University,2011,Confucius Institute at University of Dakar,Senegal,AdditionalCoded,18403447.086666666,True
Sierra Leone,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Freetown,8.47719,-13.22119,Fourah Bay College,2012,Confucius Institute at University of Sierra Leone,Sierra Leone,AdditionalCoded,1243415.433333333,True
Mozambique,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Maputo,-25.95215,32.603559999999995,University of Eduardo Mondlane,2012,China establishes a Confucius Institute at Eduardo Mondlane University,Mozambique,AdditionalCoded,10803690.793333333,True
Ghana,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Accra,5.65075,-0.18951,University of Ghana,2013,Confucius Institute at the University of Ghana,Ghana,AdditionalCoded,9286671.82,True
Egypt,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,30.62053,32.27019,Suez Canal University,2008,Confucius Institute at Suez Cannal University,Egypt,AdditionalCoded,12672101.366666667,True
Cameroon,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,3.85458,11.48906,International Relationships Institute of Cameroon,2007,Confucius Institute at the University of YaoundÍ© II,Cameroon,AdditionalCoded,11235559.813333333,True
Kenya,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,-1.18194,36.92768,University of Kenyatta,2008,Confucius Institute at Kenyatta University,Kenya,AdditionalCoded,9144571.053333333,True
Kenya,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Nakuru,-0.36667,35.93333,Egerton University,2012,Confucius Institute at Egerton University in Kenya ,Kenya,AdditionalCoded,13542358.773333332,True
Rwanda,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,-1.58333,29.91667,Northern Province,2008,China and Rwanda build Confucius Institute at the Kigali Institute of Education,Rwanda,EcologicallySensitive,26960075.48,True
Rwanda,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,-2.33333,29.66667,Southern Province,2008,China and Rwanda build Confucius Institute at the Kigali Institute of Education,Rwanda,EcologicallySensitive,26536555.86666667,True
Rwanda,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,-1.94995,30.05885,Kigali,2008,China and Rwanda build Confucius Institute at the Kigali Institute of Education,Rwanda,EcologicallySensitive,25819331.56,True
Rwanda,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,-1.5763,30.0675,Byumba,2008,China and Rwanda build Confucius Institute at the Kigali Institute of Education,Rwanda,EcologicallySensitive,27215980.75333333,True
Madagascar,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,-18.91524,47.55579,University of Antananarivo,2006,Hanban and Jiangxi Normal University co-construct Confucius Institute at Antananarivo University,Madagascar,AdditionalCoded,8435207.813333333,True
South Africa,Education,Grant,OOF-like,"Confucius Institute, Government Agency",Representational,Western Cape ,-33.9301,18.8647,Stellenbosch University,2008,China Establishes Confucius Institute at Stellenbosch University in South Africa,South Africa,AdditionalCoded,23067885.04,True
South Africa,Education,Grant,OOF-like,"Confucius Institute, Government Agency",Representational,Cape Town,-33.95796,18.46082,University of Cape Town,2007,China Establishes Confucius Institute at University of Cape Town in South Africa,South Africa,AdditionalCoded,18952867.71333333,True
South Africa,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Grahamstown,-33.31361,26.51972,Rhodes University,2007,China Establishes Confucius Institute at Rhodes University in South Africa,South Africa,AdditionalCoded,28739701.56,True
South Africa,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Durban,-29.85139,31.00722,Durban University of Technology,2013,China Establishes Confucius Institute at Durban University of Technology in South Africa,South Africa,AdditionalCoded,28295806.2,True
South Africa,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,"Cape Town, Western Cape Province",-34.04827,18.42856,"Cape Academy of Maths, Science & Technology",2009,"China Establishes Confucius Classroom at The Cape Academy of Mathematics, Science and Technology",South Africa,AdditionalCoded,19691030.87333333,True
Nigeria,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Lagos,6.5178,3.3954699999999995,University of Lagos,2008,Confucius Institute at the University of Lagos ,Nigeria,AdditionalCoded,9620226.84,True
Nigeria,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,6.2485800000000005,7.11545,Nnamdi Azikiwe University,2007,Confucius Institute launched at Nnamdi Azikiwe University,Nigeria,AdditionalCoded,11301254.266666668,True
Sudan,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,15.61222,32.54222,University of Khartoum,2007,Confucius Institute at the University of Khartoum,Sudan,AdditionalCoded,9279437.053333333,True
Morocco,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Rabat,33.98307,-6.86187,Mohammed V Agdal University,2008,Confucius Institute at Morocco University Mohammed V-Agdal,Morocco,AdditionalCoded,2801779.46,True
Morocco,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,33.58831,-7.61138,Casablanca,2012,Confucius Institute at the University of Hassan II,Morocco,AdditionalCoded,12993810.446666667,True
Togo,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,6.17737,1.213,Université de Lome,2008,Confucius Institute at University of Lome,Togo,AdditionalCoded,11901910.533333333,True
Benin,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,6.44105,2.35238,Université d'Abomey-Calavi,2009,Confucius Institute at University of Abomey-Calavi,Benin,AdditionalCoded,13146619.066666665,True
Ethiopia,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Addis Ababa,9.04667,38.75917000000001,Addis Ababa University,2009,China builds Confucius Institute in Addis Adaba,Ethiopia,AdditionalCoded,15817059.66,True
Mali,Education,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,12.64528,-8.00309,Lycée Askia Mohamed,2008,Chinese organization signs agreement with Lycee Askia Mohamed School to build Confucius Classroom,Mali,AdditionalCoded,28400542.97333333,True
Burundi,Education,Grant,OOF-like,"Confucius Institute, Government Agency",Representational,Bujumbura ,-3.3822,29.3644,Bujumbura,2011,Confucius Institute at the University of Burundi,Burundi,EcologicallySensitive,3884522.7133333324,True
